"id","鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯","移轉編號","X","X.1","X.2","X.3","X.4","Response_X","Response_Y","Count"
277,"豐原區","房地(土地+建物)+車位","向陽路301~330號",13.92,"都市：其他:第二種住宅區","","",1090819,"土地1建物1車位1","十層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",930802,149.13,3,2,2,"有","有",8350000,55991,"坡道平面",0,0,"","RPQNMLNJRHPFFDB48DA","69.45","14.54","0","有","","","","","","",222713.226,2682718.927,4
278,"豐原區","房地(土地+建物)","三村路30巷1弄1~30號",63,"都市：其他:第二種住宅區","","",1090102,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",630718,80,2,2,2,"有","無",4300000,53750,"",0,0,"","RPSOMLLKRHPFFDB68DA","80","0","0","無","","","","","","",220806.503,2682032.848,4
279,"神岡區","房地(土地+建物)","中山路478巷31~60號",79.51,"都市：其他:住宅區","","",1090818,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",640310,71.04,3,2,2,"有","無",7800000,109797,"",0,0,"頂樓加蓋","其他增建","未登記建物","","RPVOMLPKRHPFFDB76DA","71.04","0","0","無","","","",218107.041,2682575.012,2
280,"外埔區","房地(土地+建物)","甲后路三段937巷6弄31~60號",97.18,"都市：其他:第一種住宅區","","",1090807,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",770601,116.71,4,2,2,"有","無",3800000,32559,"",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPQNMLMJRHPFFEB48DA","116.71","0","0","無","","","","","",214910.916,2691583.015,1
281,"沙鹿區","房地(土地+建物)+車位","保寧路1~30號",26.06,"","","",1090806,"土地1建物1車位1","六層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",970325,168.32,3,2,2,"有","有",8280000,49192,"坡道平面",7.21,0,"含傢俱設備費","陽台外推","其他增建","","RPRSMLTJRHPFFFB27DA","83.27","16.79","0","有","","","",205961.878,2678076.324,1
282,"沙鹿區","房地(土地+建物)","保寧路22巷31~60號",17.56,"","","",1090806,"土地2建物1車位0","六層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",880812,100.28,3,2,2,"有","有",3900000,38891,"",0,0,"","RPPNMLQKRHPFFFB98DA","69.71","8.44","0","有","","","","","","",205801.772,2677977.995,0
283,"大里區","房地(土地+建物)","西村路61~90號",81.47,"都市：其他:住宅區","","",1090815,"土地1建物1車位0","全","一層","透天厝","住家用","見其他登記事項",50701,48,2,1,1,"有","無",3200000,66667,"",0,0,"","RPWOMLMJRHPFFIB96DA","48","0","0","無","223","","","","","",218235.72,2668056.379,4
284,"大里區","房地(土地+建物)","永興路205巷31~60號",84,"都市：其他:住宅區","","",1090719,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",750328,107.59,3,2,2,"有","無",11880000,110419,"",0,0,"增建部份:1樓後面空地增建至2樓頂樓加建鐵皮其他增建","未登記建物","","RPRNMLOKRHPFFIB66DA","102.36","5.23","0","無","","","","",217479.866,2667395.634,3
285,"太平區","房地(土地+建物)","中山路一段322巷117弄1~30號",163.71,"","鄉村區","乙種建築用地",1090524,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",691020,132.02,4,3,3,"有","無",12800000,96955,"",0,0,"其他增建","","RPPNMLNKRHPFFJB09DA","132.02","0","0","無","","","","","",223321.19,2671078.319,1
286,"太平區","房地(土地+建物)","中山路一段322巷76弄1~30號",90.39,"","鄉村區","乙種建築用地",1090901,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",680910,96.64,4,2,2,"有","無",6600000,68295,"",0,0,"頂樓加蓋","其他增建","","RPUNMLOKRHPFFJB07DA","96.64","0","0","無","","","","",223258.399,2670878.27,1
287,"北區","房地(土地+建物)+車位","興進路91~120號",17.47,"都市：其他:第三種住宅區。","","",1090806,"土地1建物1車位1","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860725,161.63,3,2,2,"有","有",7320000,45289,"坡道平面",0,0,"","RPPOMLPKRHPFFBB68EA","98.58","13.2","0","有","","","","","","",218435.139,2672449.018,5
288,"北屯區","房地(土地+建物)","松義街312巷1~30號",68,"都市：其他:第二種住宅區","","",1090818,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",770622,104.22,3,2,2,"有","無",8950000,85876,"",0,0,"其他增建","","RPTOMLPKRHPFFBB09EA","97.68","6.54","0","無","","","","","",219440.57,2675785.264,3
289,"北區","房地(土地+建物)","尚德街91~120號",5.68,"都市：其他:第二種住宅區","","",1090901,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",771007,30.9,1,0,1,"有","無",1720000,55663,"",0,0,"含仲介費","","RPTRMLOKRHPFFBB66EA","24.55","1.62","0","有","","","","","",217209.678,2673106.106,4
290,"北屯區","房地(土地+建物)+車位","和福路121~150號",21.81,"都市：其他:第二種商業區","","",1090522,"土地1建物1車位2","七層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031027,226.4,4,2,2,"有","有",12820000,54932,"坡道平面",25.79,1800000,"","RPPQMLNJRHPFFBB58EA","123.83","16.11","0","有","","","","","","",221720.902,2674500.74,3
291,"西屯區","房地(土地+建物)+車位","西屯路二段180巷1~30號",20.45,"都市：其他:第二種住宅區","","",1090614,"土地1建物1車位1","七層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",881224,146.15,3,2,2,"有","有",10500000,71798,"坡道平面",16.62,1200000,"","RPOQMLOKRHPFFCB78EA","81.63","12.81","0","有","","","","","","",214461.581,2673703.765,5
292,"西屯區","房地(土地+建物)","福雅路151~180號",10.56,"都市：其他:第二種住宅區","","",1090809,"土地1建物1車位0","七層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830111,90.66,3,2,2,"有","有",5350000,59012,"",0,0,"陽台外推","","RPPQMLOKRHPFFCB88EA","72.34","9.25","0","有","","","","","",212337.01,2677835.389,0
293,"后里區","房地(土地+建物)","大圳路241~270號",85.08,"都市：其他:道路用地","","",1090823,"土地3建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1040805,229.16,5,1,5,"有","無",16550000,72220,"",0,0,"含仲介費50000元","","RPWNMLOKRHPFFDB76EA","211.38","17.78","0","無","","","","","",220619.075,2689465.352,2
294,"南屯區","房地(土地+建物)+車位","大墩十七街91~120號",13.59,"都市：其他:第二種住宅區","","",1090707,"土地1建物1車位1","十層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",940215,148.48,3,2,2,"有","有",12680000,89330,"坡道平面",34.52,2500000,"","RPOTMLPKRHPFFCB56EA","76.39","6.94","0","有","","","","","","",214166.538,2672283.819,5
295,"西屯區","房地(土地+建物)+車位","惠來路三段181~210號",17.95,"都市：其他:第三之二種住宅區","","",1090706,"土地1建物1車位1","十一層","十四層","住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",921225,180.4,3,2,2,"有","有",15700000,94125,"坡道平面",26.35,1200000,"陽台外推","","RPPTMLPKRHPFFCB66EA","100.58","12.54","0","有","","","","","",214698.329,2674334.852,5
296,"南區","房地(土地+建物)","南門路91巷1~30號",74,"都市：其他:第二種住宅區","","",1090810,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",651104,137.25,3,1,3,"有","無",5500000,40073,"",0,0,"","RPUNMLQKRHPFFAB09EA","137.25","0","0","無","","","","","","",217468.888,2668568.702,4
297,"北區","房地(土地+建物)","北平路二段211~240號",35.25,"都市：其他:第二種住宅區","","",1090812,"土地1建物2車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",751120,116.84,3,1,2,"有","無",2635536,22557,"",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPTRMLPKRHPFFBB76EA","92.1","10.74","0","無","","","","","",217379.677,2674007.654,5
298,"太平區","房地(土地+建物)+車位","文林街58巷1~30號",81.11,"","鄉村區","乙種建築用地",1090726,"土地1建物1車位1","全","四層","透天厝","住家用","鋼筋混凝土造",820424,202.67,3,2,3,"有","有",8730000,43075,"坡道平面",0,0,"","RPVOMLPKRHPFFJB37DA","178.96","15.35","0","無","","","","","","",223249.14,2672277.129,1
299,"烏日區","房地(土地+建物)","太明路331~360號",110.02,"","鄉村區","乙種建築用地",1090805,"土地2建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1090310,186.7,4,3,3,"有","無",13680000,73273,"",0,0,"","RPTNMLKKRHPFFIB09DA","165.36","21.34","0","無","","","","","","",214109.149,2661196.321,1
300,"霧峰區","房地(土地+建物)","五福路841~870號",78.57,"","一般農業區","甲種建築用地",1090903,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",701210,102.38,3,2,2,"有","無",6700000,65442,"",0,0,"","RPQOMLPKRHPFFIB76DA","102.38","0","0","無","","","","","","",214324.641,2664691.063,2
301,"東勢區","房地(土地+建物)","東坑路7巷1~30號",77.6,"","","",1090812,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",660501,89.86,3,2,2,"有","無",3500000,38949,"",0,0,"","RPVNMLQKRHPFFGB07DA","89.86","0","0","無","252","","","","","",232974.84,2682498.416,3
302,"石岡區","房地(土地+建物)","和盛街和盛巷35弄31~60號",86.1,"","鄉村區","乙種建築用地",1090831,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",660801,105.2,4,3,1,"有","無",3200000,30418,"",0,0,"頂樓加蓋","","RPTNMLLJRHPFFGB88DA","105.2","0","0","無","253","","","","",231438.958,2683713.691,1
303,"沙鹿區","房地(土地+建物)","福鹿街31~60號",8.32,"都市：其他:第四種住宅區","","",1090905,"土地3建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",960524,29.39,1,1,1,"有","有",1600000,54440,"",0,0,"","RPQPMLPKRHPFFFB56DA","17","2.4","0","有","","","","","","",206188.59,2682699.169,1
304,"清水區","房地(土地+建物)","信義一街211~240號",155.6,"都市：其他:第四種住宅區","","",1090730,"土地2建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1080710,291.68,5,3,6,"有","無",12410000,42547,"",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPQOMLRKRHPFFFB66DA","282.15","9.53","0","有","","","","","",204300.03,2684273.72,1
305,"豐原區","房地(土地+建物)","忠孝街79巷1~30號",8.68,"都市：其他:第二種商業區","","",1090528,"土地1建物1車位0","三層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810908,47.07,1,0,1,"有","有",1500000,31867,"",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPPNMLNKRHPFFDB48DA","28.94","2.37","0","有","","","","","",221015.85,2683032.419,5
306,"豐原區","房地(土地+建物)","向陽路31~60號",3.34,"都市：其他:第二種商業區","","",1090823,"土地1建物1車位0","十層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860602,35.34,1,0,1,"有","有",1880000,53198,"",0,0,"","RPSPMLOLQHPFFDB09DA","20.82","2.09","0","有","","","","","","",222713.226,2682718.927,4
307,"神岡區","房地(土地+建物)","大漢街31~60號",13.93,"都市：其他:住宅區","","",1090812,"土地1建物1車位0","五層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830901,99.41,3,2,2,"有","有",4600000,46273,"",0,0,"","RPOOMLLLQHPFFDB28DA","68.78","9.3","0","有","","","","","","",219700.046,2683079.239,3
308,"西屯區","房地(土地+建物)","國安一路31~60號",12.28,"都市：其他:住宅區","","",1090822,"土地1建物1車位0","七層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960108,88.12,2,2,1,"有","有",6380000,72401,"",0,0,"陽台外推","","RPPRMLPKRHPFFCB98DA","55.22","6.75","0","有","260","","","","",210377.127,2676368.953,2
309,"南屯區","房地(土地+建物)","忠勇路31~60號",6.98,"都市：其他:第二種住宅區","","",1090824,"土地2建物1車位0","三層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830906,70.03,2,2,1,"有","有",2000000,28559,"",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPQRMLPKRHPFFCB09DA","52.91","3.1","0","有","","","","","",211198.611,2672604.074,1
310,"南屯區","房地(土地+建物)+車位","東興路二段3巷17弄1~30號",27.45,"都市：其他:第二種住宅區","","",1090816,"土地3建物1車位1","二層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820716,102.12,3,2,1,"有","有",6100000,59734,"坡道機械",0,0,"","RPWRMLPKRHPFFCB07DA","67.6","3.43","0","有","","","","","","",214601.937,2670237.586,3
311,"西屯區","房地(土地+建物)+車位","市政北二路1~30號",27.17,"都市：其他:第七種新市政中心專用區","","",1090812,"土地1建物1車位3","四層","二十七層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造",981019,361.06,3,2,3,"有","有",39950000,110646,"坡道平面",84,0,"","RPXRMLPKRHPFFCB17DA","151.61","33.94","0","有","","","","","","",213270.602,2673050.453,4
312,"西屯區","房地(土地+建物)+車位","臺灣大道二段871~900號",6.72,"都市：其他:第三種住宅區。","","",1090810,"土地1建物1車位1","六層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",951124,75.46,1,1,1,"有","有",6250000,82825,"坡道平面",18.76,0,"","RPXPMLLKRHPFFCB56DA","30.81","8.27","0","有","","","","","","",214477.287,2673091.697,7
313,"西屯區","房地(土地+建物)+車位","至善路38巷31~60號",17.49,"都市：其他:第二種商業區","","",1090804,"土地6建物1車位1","五層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",980121,124.65,2,2,1,"有","有",9350000,75010,"坡道平面",26.94,0,"含仲介費","","RPWNMLNKRHPFFCB09DA","60.28","9","0","有","261","","","","",213449.578,2673950.544,4
314,"西屯區","房地(土地+建物)+車位","西屯路三段151~180號",11.88,"都市：其他:住宅區","","",1090808,"土地1建物1車位1","九層","二十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031119,116.46,2,2,1,"有","有",8460000,72643,"坡道機械",19.87,0,"","RPUOMLOKRHPFFCB09DA","55.67","8.25","0","有","","","","","","",210176.679,2676165.919,2
315,"西屯區","房地(土地+建物)+車位","安和路189巷1~30號",21.28,"都市：其他:第一種住宅區","","",1090828,"土地1建物1車位1","三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",810519,135.62,3,2,2,"有","有",7600000,56035,"坡道機械",0,0,"","RPUNMLOKRHPFFCB98DA","114.25","11.5","0","有","262","","","","","",211937.193,2675656.311,1
316,"南屯區","房地(土地+建物)+車位","大業路151~180號",26.11,"都市：其他:第二種住宅區","","",1090809,"土地1建物1車位1","七層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",791120,261,3,2,2,"有","有",15000000,57473,"坡道平面",0,370000,"","RPTPMLSJRHPFFCB76DA","210.23","24.78","0","有","","","","","","",212754.863,2672066.589,3
317,"西屯區","房地(土地+建物)","上安路31~60號",11.38,"都市：其他:第三之二種住宅區","","",1090809,"土地1建物1車位0","十層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",841030,91.38,2,2,1,"有","有",5680000,62158,"",0,0,"含裝潢費","含傢俱設備費","含土地增值稅或其他稅費","","RPROMLTJRHPFFCB56DA","50.1","8.16","0","有","","","",212988.704,2674314.467,3
318,"西屯區","房地(土地+建物)","弘孝路271~300號",16.82,"都市：其他:第二種住宅區","","",1090814,"土地1建物1車位0","三層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",851018,140,3,2,2,"有","有",8680000,62000,"",0,0,"陽台外推","","RPPSMLPKRHPFFCB09DA","100.14","11.98","0","有","265","","","","",214590.298,2674337.484,5
319,"西屯區","房地(土地+建物)+車位","寶慶街50巷1~30號",10.11,"都市：其他:第三種商業區","","",1090803,"土地1建物1車位1","十二層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",891104,149.98,4,2,2,"有","有",9480000,63208,"坡道平面",16.63,0,"","RPSTMLPKRHPFFCB86DA","91.51","4.45","0","有","","","","","","",214209.416,2674160.094,7
320,"西屯區","房地(土地+建物)+車位","市政北一路181~210號",35.05,"都市：其他:第一種新市政中心專用區","","",1090626,"土地1建物1車位2","六層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",950427,304.76,3,2,2,"有","有",25500000,83672,"坡道平面",61.78,0,"","RPPUMLPKRHPFFCB66DA","150.72","14.44","0","有","","","","","","",213132.644,2672936.302,2
321,"南屯區","房地(土地+建物)+車位","三和街1~30號",17.33,"都市：其他:第二種住宅區","","",1090804,"土地1建物1車位1","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850120,125.6,3,2,2,"有","有",8000000,63694,"升降平面",0,0,"","RPPVMLPKRHPFFCB76DA","71.02","12.51","0","有","","","","","","",212930.861,2671135.004,4
322,"南屯區","房地(土地+建物)+車位","大業路151~180號",16.38,"都市：其他:第二種住宅區","","",1090711,"土地1建物1車位1","五層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",800206,215.1,4,2,2,"有","有",13500000,62762,"坡道平面",0,0,"","RPXQMLMJRHPFFCB66DA","185.6","19.07","0","有","","","","","","",212754.863,2672066.589,3
323,"南屯區","房地(土地+建物)+車位","大聖街151~180號",18.78,"都市：其他:第二種住宅區","","",1090808,"土地1建物1車位1","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",880211,215.14,4,2,2,"有","有",17000000,79018,"坡道平面",0,0,"","RPRRMLMJRHPFFCB78DA","119.02","16.02","0","有","","","","","","",214579.986,2672429.819,4
324,"西屯區","房地(土地+建物)+車位","臺灣大道三段306巷31~60號",100,"都市：其他:第三之一種商業區","","",1090821,"土地1建物1車位1","全","二層","透天厝","住家用","加強磚造",760411,121.49,4,2,3,"有","無",22500000,185200,"一樓平面",0,0,"","RPRTMLMJRHPFFCB98DA","98.02","23.47","0","無","266","","","","","",213990.472,2673435.694,5
325,"西屯區","房地(土地+建物)","安和路1~30號",161.65,"都市：其他:農業區","","",1090814,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",780703,166.39,4,3,2,"有","無",13000000,78130,"",0,0,"其他增建","","RPUPMLNJRHPFFCB98DA","150.88","15.51","0","無","","","","","",211886.019,2675279.558,1
326,"西屯區","房地(土地+建物)+車位","弘孝路151~180號",8.05,"都市：其他:第三種商業區","","",1090818,"土地2建物1車位1","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",990201,100.72,1,1,1,"有","有",7960000,79031,"坡道平面",32.43,0,"","RPPPMLLJRHPFFCB28DA","37.9","7.44","0","有","","","","","","",214590.298,2674337.484,5
327,"西屯區","房地(土地+建物)","福聯街15巷1~30號",3.58,"都市：其他:第一種住宅區","","",1090828,"土地1建物1車位0","十一層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830908,20.64,1,0,1,"有","有",1060000,51357,"",0,0,"","RPRQMLNJRHPFFCB78DA","12.12","1.35","0","有","","","","","","",210097.565,2675584.697,1
328,"南屯區","房地(土地+建物)+車位","大墩二街181~210號",12.61,"都市：其他:第二種住宅區","","",1090831,"土地1建物1車位1","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850426,82.87,2,2,1,"有","有",5300000,63956,"升降機械",0,0,"","RPRTMLNJRHPFFCB09DA","47.15","10.79","0","有","","","","","","",214135.798,2670454.705,5
329,"南屯區","房地(土地+建物)+車位","大業路571~600號",18.61,"都市：其他:第二種住宅區","","",1090808,"土地1建物1車位1","十二層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",940318,196.1,4,2,2,"有","有",17200000,87710,"坡道平面",22.99,0,"","RPXTMLOJRHPFFCB17DA","101.9","22.14","0","有","","","","","","",212754.863,2672066.589,3
330,"南屯區","房地(土地+建物)+車位","大正街1~30號",25.09,"都市：其他:第三種住宅區。","","",1090815,"土地1建物1車位2","九層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",980506,240.9,4,2,2,"有","有",22680000,99517,"坡道平面",38.12,2500000,"","RPTNMLPKQHPFFCB88DA","121.35","19.78","0","有","","","","","","",213954.673,2671905.878,4
331,"西屯區","房地(土地+建物)+車位","臺灣大道三段61~90號",13.22,"都市：其他:第五種住宅區","","",1090811,"土地1建物1車位1","八層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",950816,228.98,3,2,2,"有","有",16160000,75794,"坡道平面",36.88,1600000,"陽台外推","","RPUUMLLKQHPFFCB66DA","113.47","24.78","0","有","","","","","",212873.871,2674224.262,2
332,"北區","房地(土地+建物)","中清路一段301~330號",3.17,"都市：其他:第二種住宅區","","",1090908,"土地4建物1車位0","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",710121,26.17,1,0,1,"有","有",1250000,47765,"",0,0,"","RPSOMLPKRHPFFBB88DA","19.39","2.88","0","有","","","","","","",216638.239,2674260.594,8
333,"北區","房地(土地+建物)","衛道六街61~90號",135,"都市：其他:第二種住宅區","","",1090617,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",761123,254.61,4,2,4,"有","有",26300000,103295,"",0,0,"陽台外推","","RPRNMLPKRHPFFBB68DA","208.57","46.04","0","無","","","","","",217303.518,2673297.947,5
334,"北屯區","房地(土地+建物)+車位","平德路121~150號",18.93,"都市：其他:第三之二種住宅區","","",1090809,"土地1建物1車位1","八層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",871030,145.98,3,2,2,"有","有",9000000,61652,"坡道平面",0,0,"陽台外推","","RPSNMLPKRHPFFBB78DA","79.45","12","0","有","","","","","",216339.32,2675759.014,5
335,"北屯區","房地(土地+建物)","天津路四段301~330號",1.66,"都市：其他:第一種商業區","","",1090905,"土地1建物1車位0","十一層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840626,25.6,1,0,1,"有","有",2200000,85938,"",0,0,"","RPWRMLOKRHPFFBB86DA","14.68","2.58","0","有","282","","","","","",218803.418,2673991.74,8
336,"北屯區","房地(土地+建物)+車位","太原路三段1111~1140號",20.64,"都市：其他:第三種住宅區。","","",1090804,"土地1建物1車位1","十四層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1021126,187.26,3,2,2,"有","有",11860000,63334,"坡道平面",32.04,0,"","RPPPMLPKRHPFFBB68DA","93.01","15.11","0","有","","","","","","",223631.418,2672893.421,0
337,"北屯區","房地(土地+建物)","太原路三段101巷1~30號",25.4,"都市：其他:第二種住宅區","","",1090814,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710227,102.03,3,2,2,"有","無",4880000,47829,"",0,0,"","RPQQMLPKRHPFFBB88DA","90.57","11.46","0","無","","","","","","",218348.704,2673406.447,7
338,"北區","房地(土地+建物)+車位","進化北路301~330號",6.01,"都市：其他:第一種商業區","","",1090820,"土地2建物1車位1","十四層","十八層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",941208,82.77,1,1,1,"有","有",5080000,61375,"坡道平面",15.94,0,"","RPPNMLQKRHPFFBB58DA","41.44","6.26","0","有","","","","","","",216987.619,2673142.666,6
339,"北屯區","房地(土地+建物)+車位","崇德路二段301~330號",6.84,"都市：其他:第一種商業區","","",1090815,"土地1建物1車位1","十五層","二十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",861001,107.06,2,2,1,"有","有",6000000,56043,"坡道機械",0,0,"陽台外推","","RPOOMLQKRHPFFBB58DA","54.8","15.13","0","有","","","","","",218129.673,2675146.194,4
340,"北屯區","房地(土地+建物)+車位","柳陽西街93巷31~60號",7.41,"都市：其他:第二種住宅區","","",1090713,"土地1建物1車位1","五層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840814,80.47,2,1,1,"有","有",4800000,59650,"坡道平面",0,0,"","RPVOMLQKRHPFFBB66DA","38.63","6.95","0","有","","","","","","",218728.462,2674511.683,7
341,"北屯區","房地(土地+建物)+車位","瀋陽路一段61~90號",15.64,"都市：其他:第二種住宅區","","",1090730,"土地1建物1車位1","十層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",811124,120.65,3,2,2,"有","有",6800000,56361,"坡道機械",0,0,"陽台外推","","RPUPMLOKRHPFFBB09DA","78.06","15.44","0","有","","","","","",217423.617,2674321.884,6
342,"北屯區","房地(土地+建物)","修齊街13巷31~60號",12.49,"都市：其他:第一種商業區","","",1090820,"土地2建物1車位0","四層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820311,103,3,2,2,"有","有",5000000,48544,"",0,0,"","RPRQMLOKRHPFFBB88DA","79.07","4.32","0","有","","","","","","",218881.692,2674765.412,6
343,"北區","房地(土地+建物)+車位","民權路391~420號",11.38,"都市：其他:第二種住宅區","","",1090827,"土地1建物1車位1","七層","十五層","住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",940201,109.3,2,2,1,"有","有",6620000,60567,"坡道平面",26.88,0,"","RPQNMLOKRHPFFBB48DA","52.04","7.67","0","有","","","","","","",216503.084,2673071.416,6
344,"北區","房地(土地+建物)+車位","民權路511~540號",12.7,"都市：其他:第二種住宅區","","",1090906,"土地1建物1車位1","五層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840308,115.78,2,1,1,"有","有",6680000,57696,"坡道平面",0,0,"","RPTRMLSJRHPFFBB86DA","52.19","9.82","0","有","","","","","","",216503.084,2673071.416,6
345,"北屯區","房地(土地+建物)","旅順路二段241~270號",20.27,"都市：其他:第二種住宅區","","",1090808,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711118,66.33,2,2,1,"有","無",3600000,54274,"",0,0,"","RPXSMLKKRHPFFBB66DA","56.01","10.32","0","無","289","","","","","",219276.378,2674202.248,5
346,"北屯區","房地(土地+建物)","文心路四段961~990號",40.29,"都市：其他:第三種住宅區。","","",1090716,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720606,93.68,3,2,2,"有","有",3780000,40350,"",0,0,"未登記建物","","RPPTMLTJRHPFFBB76DA","90.04","3.64","0","無","290","","","","",219261.56,2674001.986,5
347,"北屯區","房地(土地+建物)","文昌東十二街61~90號",40.85,"都市：其他:第三種住宅區。","","",1090716,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720606,104.13,3,2,2,"有","有",4300000,41295,"",0,0,"未登記建物","","RPQTMLTJRHPFFBB86DA","101.25","2.88","0","無","291","","","","",219169.382,2673933.475,5
348,"北屯區","房地(土地+建物)","文心路四段931~960號",40.57,"都市：其他:第三種住宅區。","","",1090716,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720606,103.86,3,2,2,"有","有",4000000,38513,"",0,0,"未登記建物","","RPRTMLTJRHPFFBB96DA","100.11","3.75","0","無","292","","","","",219261.56,2674001.986,5
