"id","鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯","移轉編號","X","X.1","X.2","X.3","X.4","Response_X","Response_Y","dist","dist.1","dist.2","dist.3","dist.4","dist.5","dist.6","dist.7","dist.8","dist.9"
734,"西區","房地(土地+建物)","臺中市西區三民路一段50巷1~30號",2.61,"都市：其他:第一種商業區","","",1090917,"土地2建物1車位0","十九層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840113,34.18,1,1,1,"有","有",1600000,46811,NA,0,0,"","RPXOMLPLRHPFFAB76DA","19.41","1.93","0","有","","","","","","",216250.831,2669451.77,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
735,"西區","房地(土地+建物)","臺中市西區三民路一段50巷1~30號",5.21,"都市：其他:第一種商業區","","",1090917,"土地2建物2車位0","十九層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840113,68.37,1,1,1,"有","有",3200000,46804,NA,0,0,"","RPOPMLPLRHPFFAB58DA","38.82","3.86","0","有","","","","","","",216250.831,2669451.77,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
736,"南區","房地(土地+建物)","臺中市南區懷寧街181~210號",355,"都市：其他:第二種住宅區","","",1090819,"土地1建物1車位0","全","二層","透天厝","住家用","見其他登記事項",630218,145.78,0,0,0,"無","無",48500000,332693,NA,0,0,"","RPWOMLOLRHPFFAB56DA","145.78","0","0","無","1153","","","","","",215550.784,2669379.415,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
737,"西區","房地(土地+建物)","臺中市西區建國路57巷1~30號",60,"都市：其他:第一種商業區","","",1090907,"土地1建物1車位0","全","一層","透天厝","住家用","磚造",NA,41.87,2,3,2,"有","無",3000000,71650,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","其他增建","","RPTOMLQKRHPFFAB98DA","41.87","0","0","無","","","","",217601.027,2670109.827,1250,500,500,1250,1250,1250,1250,1250,750,1000
738,"東區","房地(土地+建物)","臺中市東區自強街24巷1~30號",93,"都市：其他:第二種住宅區","","",1090831,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",640726,114.68,15,1,15,"有","無",19980000,174224,NA,0,0,"含土地增值稅或其他稅費29202元","含仲介費780000元","頂樓加蓋","其他增建","未登記建物","含租約","","RPSNMLNJIIPFFAB57DA","114.68","0","0","有",219220.502,2671856.821,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
739,"南區","房地(土地+建物)","臺中市南區五權南路601~630號",12.15,"都市：其他:第三種住宅區。","","",1090905,"土地1建物1車位0","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",811023,102.85,3,2,2,"有","有",5200000,50559,NA,0,0,"","RPSPMLKMRHPFFAB58DA","75.73","7.57","0","有","1154","","","","","",216485.28,2667386.835,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
740,"西區","房地(土地+建物)","臺中市西區模範街31~60號",23.59,"都市：其他:第二種住宅區","","",1090711,"土地2建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",690821,129.95,4,2,3,"有","有",7700000,59254,NA,0,0,"其他增建","","RPWPMLRJIIPFFAB58DA","104.24","0","0","有","","","","","",216132.652,2671749.381,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
741,"南區","房地(土地+建物)","臺中市南區德富路146巷1~30號",7.33,"都市：其他:市場用地","","",1090902,"土地1建物1車位0","八層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",890518,76.29,2,2,1,"有","有",5500000,72093,NA,0,0,"夾層","","RPPOMLRJIIPFFAB77DA","55.23","3.58","0","有","","","","","",214887.937,2668216.467,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
742,"南區","房地(土地+建物)","臺中市南區濟世街91~120號",18.38,"都市：其他:第二種住宅區","","",1090921,"土地1建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",750311,54.1,3,1,3,"有","無",1500000,27726,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPQPMLMKIIPFFAB57DA","50.01","4.09","0","無","","","","","",217413.598,2669338.5,1250,1000,1000,1250,1250,1250,1250,1250,1250,1250
743,"北屯區","房地(土地+建物)","臺中市北屯區大連北街2巷31~60號",92,"都市：其他:第二種住宅區","","",1090906,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",680831,94.5,5,3,3,"有","無",12750000,134921,NA,0,0,"頂樓加蓋","","RPQOMLOKRHPFFBB58DA","94.5","0","0","無","","","","","",217006.518,2674867.977,1250,1250,1250,750,1250,1250,1250,1250,1250,1250
744,"北區","房地(土地+建物)","臺中市北區五常街361~390號",2.87,"都市：其他:第一種商業區","","",1090909,"土地1建物1車位0","八層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",971128,30.13,1,1,1,"有","有",2770000,91935,NA,0,0,"夾層","","RPOVMLTLRHPFFBB07DA","17.02","1.48","0","有","","","","","",217501.776,2673097.751,1250,1250,1250,1250,1250,1250,1250,750,1250,1250
745,"北區","房地(土地+建物)","臺中市北區文祥街1~30號",4.73,"都市：其他:第二種住宅區","","",1090924,"土地3建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",781226,25.07,1,1,1,"有","有",1320000,52653,NA,0,0,"含仲介費","","RPSNMLOJIIPFFBB77DA","18.79","0.2","0","有","","","","","",217576.157,2671844.821,750,1250,1250,1250,1250,1250,1250,750,1250,1000
746,"北屯區","房地(土地+建物)","臺中市北屯區瀋陽路二段151~180號",7.97,"都市：其他:第二種住宅區","","",1090724,"土地1建物1車位0","四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",961231,65.21,1,1,1,"有","有",5230000,80202,NA,0,0,"","RPOOMLMKIIPFFBB37DA","38.96","5.43","0","有","","","","","","",218014.111,2674248.018,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
747,"西屯區","房地(土地+建物)","臺中市西屯區文華路91~120號",27,"都市：其他:第二種住宅區","","",1090902,"土地2建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700502,81.2,4,2,1,"有","無",5420000,66749,NA,0,0,"含土地增值稅或其他稅費","含仲介費","","RPVQMLRJIIPFFCB78DA","81.2","0","0","無","","","","",214046.847,2675528.031,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
748,"西屯區","房地(土地+建物)","臺中市西屯區西屯路二段上石北2巷1~30號",2.69,"都市：其他:第三種商業區","","",1091001,"土地1建物1車位0","六層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820218,19.35,0,0,0,"無","有",1140000,58915,NA,0,0,"","RPSNMLPJIIPFFCB97DA","12.77","0","0","有","","","","","","",214539.766,2673568.825,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
749,"南屯區","房地(土地+建物)","臺中市南屯區東興東街121~150號",15.79,"都市：其他:第二種住宅區","","",1090913,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830708,89.29,3,2,2,"有","有",5650000,63277,NA,0,0,"陽台外推","其他增建","","RPRQMLQJIIPFFCB28DA","60.18","13.33","0","有","","","","",214846.836,2670526.825,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
750,"南屯區","房地(土地+建物)","臺中市南屯區保安五街121~150號",11.83,"都市：其他:第三之二種住宅區","","",1090911,"土地1建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960208,82.64,2,2,1,"有","有",5625000,68066,NA,0,0,"","RPXPMLQLKHGGFCB28DA","51.32","9.35","0","有","","","","","","",210676.098,2671591.671,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
751,"西屯區","房地(土地+建物)","臺中市西屯區文華路91~120號",29.24,"都市：其他:第二種住宅區","","",1090902,"土地2建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700502,83.19,10,0,10,"有","無",9380000,112754,NA,0,0,"頂樓加蓋","","RPWQMLMKIIPFFCB48DA","83.19","0","0","無","","","","","",214046.847,2675528.031,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
752,"西屯區","房地(土地+建物)","臺中市西屯區至善路151~180號",3.47,"都市：其他:第二種住宅區","","",1090911,"土地1建物1車位0","四層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830819,29.09,1,0,1,"有","有",2050000,70471,NA,0,0,"","RPVNMLMKIIPFFCB08DA","17.76","3.97","0","有","","","","","","",213784.858,2674788.901,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
753,"西屯區","房地(土地+建物)","臺中市西屯區逢甲路19巷1~30號",6.1,"都市：其他:第二種住宅區","","",1090925,"土地2建物1車位0","四層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820616,31.22,1,1,1,"有","有",1750000,56054,NA,0,0,"","RPPSMLMKIIPFFCB97DA","19.92","0","0","有","","","","","","",214028.481,2674782.626,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
754,"沙鹿區","房地(土地+建物)","臺中市沙鹿區樂群新莊91~120號",41.03,"都市：其他:農業區","","",1090917,"土地1建物1車位0","二層","三層","公寓(5樓含以下無電梯)","住家用","加強磚造",680223,59.25,2,1,1,"有","有",1700000,28692,NA,0,0,"","RPSNMLPJIIPFFFB28DA","53.61","0","0","無","","","","","","",210314.019,2681341.919,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
755,"烏日區","房地(土地+建物)","臺中市烏日區中山路三段登寺巷61~90號",112.15,"都市：其他:第一種住宅區","","",1090901,"土地2建物1車位0","全","一層","透天厝","住家用","加強磚造",621015,64.72,3,1,1,"有","無",5142242,79454,NA,0,0,"土地尚包括數字不詳，少許，尚未逕為分割鐵路用地。含土地增值稅或其他稅費142242元","","RPXPMLQJIIPFFIB76DA","64.72","0","0","無","","","","","",208576.458,2668169.279,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
756,"大里區","房地(土地+建物)","臺中市大里區公教街46巷1~30號",81.56,"","鄉村區","乙種建築用地",1090919,"土地3建物1車位0","全","五層","透天厝","住家用","鋼筋混凝土造",820519,170.89,4,3,2,"有","無",9000000,52665,NA,0,0,"","RPPNMLNKIIPFFIB18DA","166.54","4.35","0","無","","","","","","",220140.209,2666916.46,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
757,"太平區","房地(土地+建物)","臺中市太平區長億四街1巷1~30號",62,"都市：其他:商業區","","",1090905,"土地2建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",750623,111.03,3,3,2,"有","無",4800000,43232,NA,0,0,"其他增建","","RPVNMLSJRHPFFJB47DA","100.57","10.46","0","無","1196","","","","",221508.29,2668005.859,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
758,"北區","房地(土地+建物)","臺中市北區太平路151~180號",6.81,"都市：其他:第一種商業區","","",1090914,"土地2建物1車位0","三層","七層","公寓(5樓含以下無電梯)","住家用","見其他登記事項",601230,54.55,3,0,3,"有","有",3550000,65078,NA,0,0,"","RPSPMLMKIIPFFBB97EA","54.55","0","0","無","","","","","","",217233.122,2671951.586,1250,1250,1250,1250,1250,1250,1250,750,1250,1250
759,"北區","房地(土地+建物)","臺中市北區太原八街91~120號",14.08,"都市：其他:第二種住宅區","","",1090826,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830705,97.39,3,2,2,"有","有",5000000,51340,NA,0,0,"","RPUPMLNKIIPFFBB28EA","64.38","10.69","0","有","","","","","","",216707.198,2673381.566,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
760,"西屯區","房地(土地+建物)","臺中市西屯區逢甲路20巷31~60號",12.51,"都市：其他:第二種住宅區","","",1090904,"土地1建物1車位0","五層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820913,75.1,3,0,3,"有","有",4110000,54727,NA,0,0,"","RPXOMLNKIIPFFCB58EA","38.11","8.4","0","有","","","","","","",214015.818,2674966.285,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
761,"大里區","房地(土地+建物)","臺中市大里區中興路一段216巷61~90號",57.58,"都市：其他:住宅區","","",1090926,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",630610,85.89,4,2,3,"有","無",8000000,93142,NA,0,0,"頂樓加蓋","其他增建","","RPVNMLOKIIPFFIB98EA","85.89","0","0","無","","","","",219343.22,2664506.1,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
762,"太平區","房地(土地+建物)","臺中市太平區長億東三街55巷1~30號",169.24,"都市：其他:第一種住宅區","","",1090814,"土地1建物1車位0","全","一層","透天厝","住家用","加強磚造",680605,65.95,3,2,1,"有","無",10000000,151630,NA,0,0,"","RPSNMLPJIIPFFJB68DA","65.95","0","0","無","","","","","","",221735.628,2667970.953,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
763,"大里區","房地(土地+建物)","臺中市大里區甲堤二街1~30號",92.31,"","鄉村區","乙種建築用地",1090913,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1020925,186.74,4,3,3,"有","無",16000000,85681,NA,0,0,"陽台外推","其他增建","","RPSNMLOKIIPFFIB58DA","173.43","13.31","0","無","1216","","","",219203.575,2666813.808,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
764,"南屯區","房地(土地+建物)","臺中市南屯區大英街271~300號",13.02,"都市：其他:第二種住宅區","","",1090901,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820212,79.23,2,2,2,"有","有",5600000,70680,NA,0,0,"","RPWPMLNKIIPFFCB48DA","56.03","9.35","0","有","","","","","","",214277.486,2672292.95,1250,1250,1250,1250,1250,500,1250,1250,1250,1250
765,"西屯區","房地(土地+建物)","臺中市西屯區福瑞街61~90號",12.13,"都市：其他:第三之一種住宅區","","",1090911,"土地2建物1車位0","十二層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830825,110.49,3,2,2,"有","有",4800000,43443,NA,0,0,"","RPTSMLMKIIPFFCB38DA","74.72","11.28","0","有","","","","","","",210031.489,2676002.847,1250,1250,1250,1250,1250,1250,750,1250,1250,1250
766,"西屯區","房地(土地+建物)","臺中市西屯區黎明路三段391~420號",10.46,"都市：其他:第三種住宅區。","","",1090908,"土地1建物1車位0","十一層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031022,68.45,1,1,1,"有","有",6100000,89116,NA,0,0,"","RPTNMLLKIIPFFCB77DA","38.79","6.14","0","有","","","","","","",215068.758,2676777.382,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
767,"南屯區","房地(土地+建物)","臺中市南屯區大墩六街241~270號",23.31,"都市：其他:第二種住宅區","","",1090904,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810601,128.12,3,2,2,"有","有",6800000,53075,NA,0,0,"","RPWNMLTJIIPFFCB78DA","100.94","11.45","0","有","","","","","","",213516.962,2670948.563,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
768,"神岡區","房地(土地+建物)","臺中市神岡區民權二街285巷1~30號",198,"都市：其他:農業區","","",1090831,"土地3建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",1081115,165.05,3,2,4,"有","無",15300000,92699,NA,0,0,"陽台外推","","RPOOMLSJRHPFFDB88DA","149.1","15.95","0","無","","","","","",218337.924,2683531.427,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
769,"豐原區","房地(土地+建物)","臺中市豐原區向陽路31~60號",3.53,"都市：其他:第二種商業區","","",1091001,"土地1建物1車位0","十層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830502,33.62,1,0,1,"有","有",2200000,65437,NA,0,0,"","RPQNMLPJIIPFFDB87DA","26.63","0","0","有","","","","","","",222713.226,2682718.927,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
770,"豐原區","房地(土地+建物)","臺中市豐原區南陽路488巷70弄31~60號",9.96,"都市：其他:第二種商業區","","",1090811,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",801209,36.62,1,0,1,"有","無",1700000,46423,NA,0,0,"含租約","","RPXNMLOKIIPFFDB58DA","30.23","2.32","0","無","","","","","",221845.459,2682891.899,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
771,"豐原區","房地(土地+建物)","臺中市豐原區南陽路488巷70弄31~60號",5.07,"都市：其他:第二種商業區","","",1090909,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",801209,36.8,1,0,1,"有","無",2000000,54348,NA,0,0,"含租約","","RPQOMLOKIIPFFDB97DA","32.73","0","0","無","","","","","",221845.459,2682891.899,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
772,"豐原區","房地(土地+建物)","臺中市豐原區田心路二段267東巷28弄1~30號",82.77,"都市：其他:第二種住宅區","","",1090824,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",671115,92.66,4,1,2,"有","無",6000000,64753,NA,0,0,"頂樓加蓋","其他增建","","RPTNMLNKIIPFFDB08DA","92.66","0","0","無","1240","","","",222036.815,2681344.807,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
773,"豐原區","房地(土地+建物)","臺中市豐原區南陽路488巷70弄31~60號",5.07,"都市：其他:第二種商業區","","",1090923,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",801209,36.22,1,0,1,"有","無",1420000,39205,NA,0,0,"含租約","","RPXOMLOKIIPFFDB68DA","28.47","3.68","0","無","","","","","",221845.459,2682891.899,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
774,"外埔區","房地(土地+建物)","臺中市外埔區水美路仁美巷1弄1~30號",90.03,"","鄉村區","乙種建築用地",1091005,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",690331,106.75,3,2,2,"有","無",3600000,33724,NA,0,0,"頂樓加蓋","其他增建","","RPWNMLMKIIPFFEB38DA","106.75","0","0","無","","","","",212168.799,2692281.95,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
