"id","鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯","移轉編號","X","X.1","X.2","X.3","X.4","Response_X","Response_Y","dist","dist.1","dist.2","dist.3","dist.4","dist.5","dist.6","dist.7","dist.8","dist.9"
673,"北區","房地(土地+建物)","臺中市北區衛道路127巷1~30號",108,"都市：其他:第二種住宅區","","",1090903,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",590718,107.26,3,2,2,"有","無",11750000,109547,NA,0,0,"","RPXOMLSJIIPFFBB78DA","107.26","0","0","無","","","","","","",217950.222,2672980.197,1250,1250,1250,1250,1250,1250,1250,750,1250,1250
674,"西屯區","房地(土地+建物)","臺中市西屯區大弘街61~90號",28.29,"都市：其他:第二種住宅區","","",1090614,"土地1建物1車位0","一層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710630,79.92,3,2,1,"有","無",4390000,54930,NA,0,0,"","RPPQMLKLQHPFFCB38DA","79.92","0","0","無","","","","","","",215486.431,2673211.162,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
675,"西屯區","房地(土地+建物)","臺中市西屯區漢成街151~180號",18.77,"都市：其他:第二種住宅區","","",1090816,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770804,87.46,3,2,2,"有","無",4300000,49165,NA,0,0,"","RPOPMLSKQHPFFCB88DA","64.45","13.06","0","無","","","","","","",216059.621,2674132.794,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
676,"西屯區","房地(土地+建物)","臺中市西屯區洛陽路123之1~30號",12.96,"都市：其他:第三之二種住宅區","","",1090903,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",731003,67.26,2,1,1,"有","無",3700000,55010,NA,0,0,"","RPPNMLRJIIPFFCB87DA","58.43","4.89","0","無","","","","","","",214617.215,2673626.825,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
677,"西屯區","房地(土地+建物)","臺中市西屯區福聯街15巷1~30號",3.84,"都市：其他:第一種住宅區","","",1090919,"土地1建物1車位0","十二層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830908,21.61,1,1,1,"有","有",900000,41647,NA,0,0,"","RPSPMLRJIIPFFCB38DA","12.58","1.35","0","有","1062","","","","","",210097.565,2675584.697,1250,1250,1250,1250,1250,1250,500,1250,1250,1250
678,"西屯區","房地(土地+建物)","臺中市西屯區重慶路271~300號",16,"都市：其他:第二種住宅區","","",1090922,"土地1建物1車位0","五層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",820514,141.63,4,4,2,"有","有",6800000,48012,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPORMLRJIIPFFCB18DA","101.09","12.23","0","有","","","","","",216105.136,2674031.143,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
679,"西屯區","房地(土地+建物)","臺中市西屯區寶慶街50巷1~30號",6.7,"都市：其他:第三種商業區","","",1090831,"土地2建物1車位0","六層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",811120,61.38,1,1,1,"有","有",3200000,52134,NA,0,0,"","RPPTMLQJIIPFFCB38DA","44.19","1.87","0","有","1064","","","","","",214209.416,2674160.094,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
680,"南屯區","房地(土地+建物)","臺中市南屯區黎明東街241~270號",19.28,"都市：其他:第二種住宅區","","",1090909,"土地1建物1車位0","四層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840714,131,3,2,2,"有","有",7250000,55344,NA,0,0,"其他增建","","RPXTMLQJIIPFFCB56DA","70.71","32.48","0","有","","","","","",213034.291,2671977.353,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
681,"南屯區","房地(土地+建物)","臺中市南屯區嶺東路901~930號",14.56,"都市：其他:第二種住宅區","","",1090825,"土地1建物1車位0","十一層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",810115,130.7,3,2,2,"有","有",6380000,48814,NA,0,0,"","RPOOMLPJIIPFFCB67DA","60.06","56.7","0","有","","","","","","",210652.859,2672082.319,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
682,"西屯區","房地(土地+建物)","臺中市西屯區寧夏路211~240號",16.42,"都市：其他:第三種住宅區。","","",1090827,"土地1建物1車位0","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",811205,157.06,3,2,2,"有","有",8150000,51891,NA,0,0,"陽台外推","","RPPNMLLJIIPFFCB27DA","114.76","13.5","0","有","","","","","",215370.916,2673957.069,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
683,"西屯區","房地(土地+建物)","臺中市西屯區西屯路二段249之9巷1弄1~30號",8.11,"都市：其他:第三種商業區","","",1090827,"土地1建物1車位0","十五層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840215,92.23,3,2,1,"有","有",5880000,63754,NA,0,0,"","RPXRMLSJRHPFFCB37DA","63.46","8.46","0","有","","","","","","",214123.978,2673921.038,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
684,"豐原區","房地(土地+建物)","臺中市豐原區角潭路一段59巷5弄1~30號",71.81,"都市：其他:第二種住宅區","","",1090826,"土地3建物1車位0","全","二層","透天厝","住家用","加強磚造",660906,85.68,5,3,2,"有","無",4710000,54972,NA,0,0,"","RPUPMLRLQHPFFDB96DA","85.68","0","0","無","","","","","","",222177.996,2683894.876,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
685,"豐原區","房地(土地+建物)","臺中市豐原區南村路1~30號",14.11,"都市：其他:第二種商業區","","",1090914,"土地1建物1車位0","二層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820330,118.21,3,2,2,"有","無",5100000,43144,NA,0,0,"","RPTOMLPKRHPFFDB56DA","82.21","12.18","0","有","","","","","","",222051.231,2683151.134,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
686,"豐原區","房地(土地+建物)","臺中市豐原區南陽路488巷70弄31~60號",5.07,"都市：其他:第二種商業區","","",1090920,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",801209,36.62,1,0,1,"有","無",1400000,38230,NA,0,0,"含租約","","RPXNMLQJIIPFFDB68DA","30.23","2.32","0","無","","","","","",221845.459,2682891.899,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
687,"豐原區","房地(土地+建物)","臺中市豐原區南陽路488巷70弄31~60號",5.07,"都市：其他:第二種商業區","","",1090920,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",801209,36.62,1,0,1,"有","無",1100000,30038,NA,0,0,"含租約","","RPOOMLQJIIPFFDB87DA","30.23","2.32","0","無","","","","","",221845.459,2682891.899,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
688,"豐原區","房地(土地+建物)","臺中市豐原區南陽路488巷70弄31~60號",5.07,"都市：其他:第二種商業區","","",1090920,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",801209,36.22,1,0,1,"有","無",1100000,30370,NA,0,0,"含租約","","RPPOMLQJIIPFFDB97DA","29.74","2.41","0","無","","","","","",221845.459,2682891.899,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
689,"豐原區","房地(土地+建物)","臺中市豐原區南陽路488巷70弄31~60號",5.07,"都市：其他:第二種商業區","","",1090920,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",801209,38.34,1,0,1,"有","無",1100000,28691,NA,0,0,"含租約","","RPROMLQJIIPFFDB18DA","31.03","3.24","0","無","","","","","",221845.459,2682891.899,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
690,"豐原區","房地(土地+建物)","臺中市豐原區南陽路488巷70弄31~60號",5.07,"都市：其他:第二種商業區","","",1090920,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",801209,36.22,1,0,1,"有","無",1100000,30370,NA,0,0,"含租約","","RPSOMLQJIIPFFDB28DA","28.47","3.68","0","無","","","","","",221845.459,2682891.899,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
691,"豐原區","房地(土地+建物)","臺中市豐原區田心路一段1~30號",36,"都市：其他:第三種住宅區。","","",1090914,"土地1建物3車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",801118,142.51,6,4,4,"有","無",2370216,16632,NA,0,0,"父子間買賣親友、員工、共有人或其他特殊關係間之交易","","RPWNMLSJIIPFFDB78DA","126.48","0","0","無","","","","","",221334.12,2682213.74,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
692,"梧棲區","房地(土地+建物)","臺中市梧棲區民樂路1~30號",100.35,"都市：其他:第四種住宅區","","",1090911,"土地2建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",950420,216.85,0,0,0,"無","無",7800000,35970,NA,0,0,"","RPSNMLRJIIPFFFB48DA","188.12","28.73","0","無","","","","","","",204480.757,2683661.324,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
693,"潭子區","房地(土地+建物)","臺中市潭子區中山路一段331~360號",28.9,"都市：其他:住宅區","","",1090803,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700501,99.52,3,2,2,"有","無",3600000,36174,NA,0,0,"","RPQNMLMKIIPFFHB08DA","89.93","0","0","無","","","","","","",219875.586,2677179.527,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
694,"潭子區","房地(土地+建物)","臺中市潭子區圓通南路61~90號",14.65,"都市：其他:商業區","","",1090902,"土地4建物2車位0","九層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",850916,1599.53,3,2,2,"有","有",5630000,3520,NA,0,0,"","RPQOMLKMRHPFFHB98DA","66.52","15.28","0","有","1081","","","","","",219716.075,2678019.021,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
695,"大雅區","房地(土地+建物)","臺中市大雅區大林路140巷31~60號",87,"","特定農業區","甲種建築用地",1090829,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",960327,173.01,4,3,4,"有","無",12600000,72828,NA,0,0,"","RPTOMLMJRHPFFHB56DA","168.28","4.73","0","無","","","","","","",214139.674,2680911.264,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
696,"烏日區","房地(土地+建物)","臺中市烏日區太明路331~360號",146.39,"","鄉村區","乙種建築用地",1090906,"土地2建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1090310,188.95,4,3,3,"有","無",15800000,83620,NA,0,0,"","RPTNMLRJIIPFFIB88DA","167.61","21.34","0","無","","","","","","",214109.149,2661196.321,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
697,"烏日區","房地(土地+建物)","臺中市烏日區太明路331~360號",120.37,"","鄉村區","乙種建築用地",1090831,"土地3建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1090310,182.55,4,3,3,"有","無",13880000,76034,NA,0,0,"","RPUNMLRJIIPFFIB98DA","164.13","18.42","0","無","","","","","","",214109.149,2661196.321,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
698,"太平區","房地(土地+建物)","臺中市太平區新平路三段367巷2弄1~30號",98.66,"都市：其他:住宅區","","",1090830,"土地2建物1車位0","全","一層","透天厝","住家用","見其他登記事項",561210,61.15,3,1,1,"有","無",4450000,72772,NA,0,0,"其他增建","","RPSNMLKMQHPFFJB56DA","61.15","0","0","無","1087","","","","",222009.79,2672321.22,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
699,"太平區","房地(土地+建物)","臺中市太平區中山路二段100巷26弄1~30號",143.93,"","鄉村區","乙種建築用地",1090913,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",690610,120.5,4,2,2,"有","無",9500000,78838,NA,0,0,"頂樓加蓋","其他增建","","RPUOMLKMRHPFFJB96DA","120.5","0","0","無","","","","",223255.679,2671332.669,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
700,"北區","房地(土地+建物)","臺中市北區榮華街1~30號",29.31,"都市：其他:第二種住宅區","","",1090821,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701204,94.59,4,1,3,"有","有",4200000,44402,NA,0,0,"","RPWNMLRJIIPFFBB58EA","85.18","9.41","0","無","1095","","","","","",218175.355,2673149.816,1250,1250,1250,1250,1250,1250,1250,1000,1250,1250
701,"太平區","房地(土地+建物)","臺中市太平區大源八街1~30號",114.16,"","鄉村區","乙種建築用地",1090909,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",680620,106.08,4,2,2,"有","無",1000000,9427,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPPNMLSJIIPFFJB78EA","106.08","0","0","無","","","","","",221926.32,2670979.91,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
702,"龍井區","房地(土地+建物)","臺中市龍井區臺灣大道五段3巷42弄31~60號",126.05,"","鄉村區","乙種建築用地",1090526,"土地1建物1車位0","全","二層","透天厝","住家用","見其他登記事項",640615,106.4,3,2,2,"有","無",9800000,92105,NA,0,0,"","RPSNMLPJIIPFFKB88EA","106.4","0","0","無","","","","","","",208456.76,2675312.12,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
703,"西屯區","房地(土地+建物)","臺中市西屯區寶慶街50巷1~30號",5.97,"都市：其他:第三種商業區","","",1090914,"土地1建物1車位0","六層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",891104,88.72,2,1,1,"有","有",5450000,61429,NA,0,0,"","RPSOMLSJIIPFFCB48EA","60.47","3.38","0","有","","","","","","",214209.416,2674160.094,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
704,"大肚區","房地(土地+建物)","臺中市大肚區遊園路一段150巷121~150號",37.86,"","鄉村區","乙種建築用地",1090823,"土地1建物1車位0","四層，電梯樓梯間","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土加強磚造",700730,72.94,3,2,1,"有","無",3200000,43872,NA,0,0,"","RPUNMLSJIIPFFKB66DA","72.94","0","0","無","1108","","","","","",207312.416,2673488.657,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
705,"北區","房地(土地+建物)","臺中市北區美德街31~60號",11.3,"都市：其他:第三種住宅區。","","",1090914,"土地2建物1車位0","四層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",701218,106.43,5,0,5,"有","有",7500000,70469,NA,0,0,"","RPOOMLMKIIPFFBB47EA","106.43","0","0","有","1109","","","","","",216598.758,2672617.623,1250,1250,1250,1250,1250,1250,1250,1000,1250,1250
706,"中區","房地(土地+建物)","臺中市中區公園路31~60號",3.71,"都市：其他:第二種商業區","","",1090926,"土地2建物1車位0","七層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",701231,29.28,1,1,1,"有","有",1080000,36885,NA,0,0,"","RPROMLSJIIPFFAB18EA","19.47","0","0","有","1110","","","","","",217379.351,2671309.419,1000,1250,1250,1250,1250,1250,1250,1250,1000,500
707,"南區","房地(土地+建物)","臺中市南區學府路168巷1~30號",7.75,"都市：其他:第一種商業區","","",1090919,"土地3建物1車位0","十層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860428,86.85,2,2,2,"有","有",3700000,42602,NA,0,0,"","RPPNMLNKIIPFFAB47EA","48.52","7","0","有","","","","","","",216918.481,2669378.066,1250,1000,1000,1250,1250,1250,1250,1250,1250,1250
708,"龍井區","房地(土地+建物)","臺中市龍井區藝術北街1~30號",19.63,"都市：其他:蝚砌?蝔桐?摰?","","",1090915,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",790620,73.12,2,1,1,"有","無",3200000,43764,NA,0,0,"","RPVNMLQKRHPFFKB47DA","56.86","8.45","0","無","","","","","","",208400.54,2675999.589,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
709,"大里區","房地(土地+建物)","臺中市大里區新南路31~60號",31.06,"都市：其他:住宅區","","",1090802,"土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690105,86.22,3,2,1,"有","無",3500000,40594,NA,0,0,"","RPTNMLSJIIPFFIB98DA","86.22","0","0","無","","","","","","",217983.209,2667237.64,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
710,"潭子區","房地(土地+建物)","臺中市潭子區中山路一段331~360號",28.9,"都市：其他:住宅區","","",1090803,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700501,99.52,3,2,2,"有","無",3600000,36174,NA,0,0,"","RPPNMLMKIIPFFHB97DA","89.93","0","0","無","","","","","","",219875.586,2677179.527,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
711,"沙鹿區","房地(土地+建物)","臺中市沙鹿區光榮街61~90號",8.82,"都市：其他:第四種住宅區","","",1090915,"土地2建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",960720,29.68,0,0,0,"無","有",1600000,53908,NA,0,0,"","RPTNMLMKIIPFFFB18DA","17.37","2.45","0","有","","","","","","",205810.931,2681984.654,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
712,"南屯區","房地(土地+建物)","臺中市南屯區楓和路751~780號",80,"都市：其他:第二之二種住宅區","","",1090817,"土地1建物1車位0","全","二層","透天厝","住家用","見其他登記事項",620508,126.66,3,1,2,"有","無",12500000,98689,NA,0,0,"頂樓加蓋","","RPUNMLSJIIPFFCB48DA","126.66","0","0","無","","","","","",211960.12,2668158.253,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
713,"西屯區","房地(土地+建物)","臺中市西屯區國安一路151~180號",4.52,"都市：其他:住宅區","","",1090927,"土地1建物1車位0","八層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960522,36.2,1,1,1,"有","有",2500000,69061,NA,0,0,"","RPWNMLSJIIPFFCB68DA","16.29","3.81","0","有","","","","","","",210377.127,2676368.953,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
714,"西屯區","房地(土地+建物)","臺中市西屯區上安路31~60號",3.73,"都市：其他:第三之二種住宅區","","",1090918,"土地1建物1車位0","三層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",841030,32.17,1,1,1,"有","有",2200000,68387,NA,0,0,"","RPVOMLSJIIPFFCB68DA","17.58","2.76","0","有","","","","","","",212988.704,2674314.467,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
715,"外埔區","房地(土地+建物)","臺中市外埔區甲后路五段130巷46弄61~90號",37.98,"","鄉村區","乙種建築用地",1090831,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",821125,116.38,2,2,2,"有","有",3570000,30675,NA,0,0,"","RPPNMLRLRHPFFEB09DA","81.22","0","10.98","有","","","","","","",213372.399,2693140.95,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
716,"豐原區","房地(土地+建物)","臺中市豐原區北陽路450巷100弄1~30號",65.49,"都市：其他:第一種住宅區","","",1090814,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",661018,84,3,2,2,"有","無",6000000,71429,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPXNMLSJIIPFFDB88DA","84","0","0","無","","","","","",223454.829,2682605.887,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
717,"豐原區","房地(土地+建物)","臺中市豐原區中正路737巷55弄1~30號",63.05,"都市：其他:住宅區","","",1090620,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",650722,87.72,4,2,2,"有","無",7600000,86639,NA,0,0,"頂樓加蓋","其他增建","","RPQNMLSJIIPFFDB18DA","87.72","0","0","無","1131","","","",219773.519,2682494.671,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
718,"豐原區","房地(土地+建物)","臺中市豐原區豐原大道一段841~870號",76.74,"都市：其他:第三種住宅區。","","",1090904,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1090730,162.21,4,2,5,"有","無",15800000,97405,NA,0,0,"","RPSPMLRJIIPFFDB48DA","148.64","13.57","0","無","","","","","","",220549.22,2681342.356,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
719,"豐原區","房地(土地+建物)","臺中市豐原區圓環東路361~390號",6.15,"都市：其他:第二種住宅區","","",1090913,"土地1建物1車位0","十一層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",901018,51.25,2,1,1,"有","有",3380000,65951,NA,0,0,"夾層","","RPOOMLPLRHPFFDB78DA","33.32","4.43","0","有","","","","","",222531.579,2683491.507,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
720,"南屯區","房地(土地+建物)","臺中市南屯區大英街571~600號",36.61,"都市：其他:第二種住宅區","","",1090916,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",790621,184,4,2,2,"有","有",12300000,66848,NA,0,0,"","RPONNLPLRHPFFCB68DA","132.34","17.8","0","有","","","","","","",214277.486,2672292.95,1250,1250,1250,1250,1250,500,1250,1250,1250,1250
721,"西屯區","房地(土地+建物)","臺中市西屯區櫻花路1~30號",2.79,"都市：其他:市場用地","","",1090919,"土地1建物1車位0","五層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",841110,21.59,1,1,1,"有","有",1550000,71792,NA,0,0,"","RPRPMLPJIIPFFCB08DA","14.58","0","0","有","1133","","","","","",214448.685,2674022.103,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
722,"南屯區","房地(土地+建物)","臺中市南屯區大墩一街211~240號",4.94,"都市：其他:第二種住宅區","","",1090824,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810117,28.05,1,1,1,"有","有",1700000,60606,NA,0,0,"","RPOQMLRJIIPFFCB08DA","17.46","1.5","0","有","1135","","","","","",214126.318,2670356.254,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
723,"西屯區","房地(土地+建物)","臺中市西屯區大弘街61~90號",30.5,"都市：其他:第二種住宅區","","",1090614,"土地1建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710630,85.78,3,2,1,"有","無",4130000,48146,NA,0,0,"","RPSPMLRKQHPFFCB56DA","85.78","0","0","無","","","","","","",215486.431,2673211.162,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
724,"西屯區","房地(土地+建物)","臺中市西屯區大弘街61~90號",30.5,"都市：其他:第二種住宅區","","",1090614,"土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710630,85.78,3,2,1,"有","無",3980000,46398,NA,0,0,"","RPUPMLRKQHPFFCB76DA","85.78","0","0","無","","","","","","",215486.431,2673211.162,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
725,"西屯區","房地(土地+建物)","臺中市西屯區福聯街31~60號",15.37,"都市：其他:第一種住宅區","","",1090807,"土地1建物1車位0","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831026,99.8,3,2,2,"有","有",5000000,50100,NA,0,0,"","RPWNMLRJQHPFFCB66DA","69.07","9.66","0","有","","","","","","",210188.475,2675958.66,1250,1250,1250,1250,1250,1250,750,1250,1250,1250
726,"北屯區","房地(土地+建物)","臺中市北屯區光西巷31~60號",421.3,"都市：其他:特二種住宅區","","",1090903,"土地2建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",811127,626.69,7,4,8,"有","有",18750000,29919,NA,0,0,"","RPVRMLSJIIPFFBB88DA","441.41","55.69","0","無","","","","","","",224739.782,2677774.527,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
727,"北區","房地(土地+建物)","臺中市北區英士路91~120號",3.07,"都市：其他:第二種住宅區","","",1090930,"土地1建物1車位0","八層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830628,36.98,1,1,1,"有","有",1630000,44078,NA,0,0,"","RPOOMLSJIIPFFBB87DA","28.01","0.77","0","有","","","","","","",217005.258,2672219.751,1250,1250,1250,1250,1250,1250,1250,750,1250,1250
728,"北屯區","房地(土地+建物)","臺中市北屯區陳平路65巷8弄1~30號",86,"都市：其他:第三之二種住宅區","","",1090901,"土地3建物1車位0","全","二層","透天厝","住家用","加強磚造",711023,104.46,5,3,2,"有","無",11550000,110569,NA,0,0,"","RPTNMLSJIIPFFBB28DA","98.54","5.92","0","無","1143","","","","","",216242.859,2675638.103,1250,1250,1250,750,1250,1250,1250,1250,1250,1250
729,"北區","房地(土地+建物)","臺中市北區健行路766巷31~60號",3.81,"都市：其他:第二種住宅區","","",1090927,"土地1建物1車位0","十一層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840308,35.27,0,0,0,"無","有",2000000,56705,NA,0,0,"","RPQNMLSJIIPFFBB97DA","19.06","4.87","0","有","","","","","","",216462.003,2673065.217,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
730,"北區","房地(土地+建物)","臺中市北區文昌東二街31~60號",76,"都市：其他:第三種住宅區。","","",1090828,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",750606,153.67,4,2,3,"有","無",16160000,105160,NA,0,0,"其他增建","","RPTNMLRJIIPFFBB18DA","137.34","16.33","0","無","1145","","","","",217275.178,2673648.376,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
731,"北屯區","房地(土地+建物)","臺中市北屯區文昌東十一街1~30號",27.07,"都市：其他:第二種住宅區","","",1090903,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730130,87.06,3,2,1,"有","無",3650000,41925,NA,0,0,"陽台外推","","RPXQMLPJIIPFFBB68DA","62.18","11.5","0","無","","","","","",218900.152,2673732.966,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
732,"北區","房地(土地+建物)","臺中市北區北屯路31~60號",0.33,"都市：其他:第一種商業區","","",1090906,"土地4建物1車位0","十一層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",721230,75.99,2,1,1,"有","有",3500000,46059,NA,0,0,"","RPSWMLTLRHPFFBB57DA","46.92","7.35","0","有","1146","","","","","",218672.543,2672961.219,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
733,"北屯區","房地(土地+建物)","臺中市北屯區昌平路二段4巷31~60號",18.86,"都市：其他:第二種住宅區","","",1090828,"土地1建物1車位0","六層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830426,117.29,3,2,2,"有","有",5300000,45187,NA,0,0,"其他增建","","RPVSMLOKRHPFFBB86DA","74.96","9.23","0","有","1150","","","","",218591.752,2674906.166,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
