"鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯"
"龍井區","房地(土地+建物)","臺中市龍井區藝術街91~120號",46.5,"其他","","",1090618,"土地1建物1車位0","二層，電梯樓梯間","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690528,82.13,1,1,1,"有","無",4e+06,48703,"",0,0,"","RPQNMLQJPHPFFKB76EA",82.13,0,0,"無"
"沙鹿區","房地(土地+建物)","臺中市沙鹿區福幼街157巷1~30號",58.17,"其他","","",1090611,"土地1建物1車位0","四層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",960605,119.83,6,0,6,"有","有",5400000,45064,"",0,0,"","RPOOMLSJPHPFFFB98EA",83.41,19.62,0,"有"
"太平區","房地(土地+建物)","臺中市太平區中興路103巷33之1弄1~30號",69,"其他","","",1090610,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",770810,110.41,3,2,2,"有","無",6200000,56154,"",0,0,"","RPRNMLRJPHPFFJB86EA",102.93,7.48,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區軍福十八路31~60號",182.76,"其他","","",1090604,"土地1建物1車位0","全","四層","透天厝","住家用","見其他登記事項",901121,298.42,4,2,4,"有","無",1.1e+07,36861,"",0,0,"親友、員工、共有人或其他特殊關係間之交易;","RPRNMLSJPHPFFBB78EA",273.87,24.55,0,"無"
"北區","房地(土地+建物)","臺中市北區博館東街9巷1~30號",30.27,"其他","","",1090612,"土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701023,102.19,3,2,1,"有","無",5500000,53821,"",0,0,"陽台外推;","RPPTMLRJPHPFFBB09EA",88.16,8.64,0,"無"
"西區","房地(土地+建物)","臺中市西區精誠24街1~30號",4.67,"其他","","",1090601,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820713,44.82,1,0,1,"有","有",2250000,50201,"",0,0,"","RPRSMLRJPHPFFAB09EA",27.28,0,0,"有"
"南區","房地(土地+建物)","臺中市南區建國南路三段121~150號",26.84,"其他","","",1090702,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720505,90.43,3,2,1,"有","無",3500000,38708,"",0,0,"","RPOOMLTJPHPFFAB58EA",77.38,6.48,0,"無"
"霧峰區","房地(土地+建物)","臺中市霧峰區民生路1~30號",107,"其他","","",1090511,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1030520,246.65,4,3,5,"有","無",21800000,88384,"",0,0,"","RPVRMLMJPHPFFIB96DA",222.43,24.22,0,"有"
"大里區","房地(土地+建物)","臺中市大里區美群路151巷1~30號",169.54,"","鄉村區","乙種建築用地",1090508,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",680107,107.62,4,3,2,"有","無",5e+06,46460,"",0,0,"","RPRNMLSJPHPFFIB76DA",107.62,0,0,"無"
"太平區","房地(土地+建物)","臺中市太平區中山路三段170巷1弄1~30號",90,"其他","","",1090609,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",660130,82.84,3,2,2,"有","無",7700000,92950,"",0,0,"其他增建;未登記建物;","RPSNMLSJPHPFFJB96DA",82.84,0,0,"無"
"西屯區","房地(土地+建物)","臺中市西屯區臺灣大道二段871~900號",4.14,"其他","","",1090605,"土地1建物1車位0","八層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",951124,46.64,1,1,1,"有","有",4e+06,85763,"",0,0,"","RPTPNLNJPHPFFCB78DA",27.01,5.16,0,"有"
"南屯區","房地(土地+建物)","臺中市南屯區向上路三段61~90號",5.61,"其他","","",1090524,"土地1建物1車位0","三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840112,82.37,2,1,1,"有","有",4820000,58516,"",0,0,"","RPQQNLNJPHPFFCB58DA",41.6,20.35,0,"有"
"南屯區","房地(土地+建物)","臺中市南屯區向上路三段61~90號",2.77,"其他","","",1090603,"土地1建物1車位0","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840112,33.91,1,0,1,"有","有",1980000,58390,"",0,0,"","RPTRMLQJPHPFFCB56DA",20.04,3.45,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區福順路841~870號",16.35,"其他","","",1090612,"土地2建物1車位0","四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831108,109.23,3,2,2,"有","有",5400000,49437,"",0,0,"陽台外推;","RPSNMLRJPHPFFCB78DA",75.56,9.57,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區西屯路二段271~300號",4.85,"其他","","",1090605,"土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800703,43.96,1,1,1,"有","有",1900000,43221,"",0,0,"","RPPPMLRJPHPFFCB68DA",26.63,3.85,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區至善路234巷1~30號",5.23,"其他","","",1090620,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",900807,33.24,1,1,1,"有","無",2830000,85138,"",0,0,"","RPSOMLRJPHPFFCB88DA",18.17,0.91,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區福上巷319弄1~30號",15.78,"其他","","",1090609,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770808,74.54,4,0,4,"有","無",4400000,59029,"",0,0,"含租約;","RPRQMLRJPHPFFCB98DA",46.96,9.01,0,"無"
"外埔區","房地(土地+建物)","臺中市外埔區水美路121~150號",86.79,"","鄉村區","乙種建築用地",1090623,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",680828,127.79,3,2,2,"有","無",2050000,16042,"",0,0,"親友、員工、共有人或其他特殊關係間之交易;未登記建物;","RPQNMLMJPHPFFEB28DA",255.58,0,0,"無"
"后里區","房地(土地+建物)","臺中市后里區大圳路636巷1~30號",87.16,"其他","","",1090619,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",771031,123.84,3,1,2,"有","無",8250000,66618,"",0,0,"頂樓加蓋;其他增建;","RPSPMLRJPHPFFDB09DA",121.06,2.78,0,"無"
"豐原區","房地(土地+建物)","臺中市豐原區永安街58巷1~30號",117,"其他","","",1090602,"土地2建物1車位0","全","二層","透天厝","住家用","加強磚造",550812,102.42,3,2,2,"有","無",8450000,82503,"",0,0,"其他增建;","RPSSMLRJPHPFFDB76DA",102.42,0,0,"無"
"潭子區","房地(土地+建物)","臺中市潭子區榮興街21巷1~30號",18.78,"其他","","",1090607,"土地1建物1車位0","三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840524,115.15,3,2,2,"有","有",4900000,42553,"",0,0,"親友、員工、共有人或其他特殊關係間之交易;","RPPQMLNJPHPFFHB88DA",72.84,18.38,0,"有"
"大雅區","房地(土地+建物)","臺中市大雅區神林南路272巷31~60號",22.82,"其他","","",1090623,"土地2建物1車位0","六層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810414,107.74,3,2,2,"有","有",4800000,44552,"",0,0,"","RPTOMLSJPHPFFHB96DA",72.95,7.84,0,"有"
"沙鹿區","房地(土地+建物)","臺中市沙鹿區中清路六段513巷31~60號",133.52,"其他","","",1090222,"土地1建物1車位0","全","一層","透天厝","住家用","見其他登記事項",690100,52.26,0,0,0,"無","無",5500000,105243,"",0,0,"","RPURMLRJPHPFFFB07DA",0,0,0,"無"
"梧棲區","房地(土地+建物)","臺中市梧棲區立德街143巷61~90號",93,"其他","","",1090622,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",910719,206.51,4,2,3,"有","無",8700000,42129,"",0,0,"其他增建;未登記建物;","RPPNMLTJPHPFFFB98DA",183.58,22.93,0,"無"
"北區","房地(土地+建物)","臺中市北區北興街181~210號",36.66,"其他","","",1090605,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",681211,94.92,3,2,2,"有","無",4200000,44248,"",0,0,"","RPWRMLNJPHPFFBB09DA",94.92,0,0,"無"
"北區","房地(土地+建物)","臺中市北區五權路301~330號",5.76,"其他","","",1090602,"土地1建物1車位0","八層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",770826,64.35,2,2,1,"有","有",3330000,51748,"",0,0,"","RPQONLNJPHPFFBB28DA",47.81,1.48,0,"有"
"北區","房地(土地+建物)","臺中市北區博館東街9巷1~30號",28.07,"其他","","",1090617,"土地2建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701030,78.65,3,1,2,"有","無",6e+06,76287,"",0,0,"其他增建;","RPPNMLRJPHPFFBB38DA",73.74,0,0,"無"
"北區","房地(土地+建物)","臺中市北區健行路664巷1~30號",24.81,"其他","","",1090616,"土地3建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710227,80.46,2,2,2,"有","無",3100000,38528,"",0,0,"","RPUNMLRJPHPFFBB88DA",73.24,7.22,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區文昌東十一街1~30號",24.6,"其他","","",1090614,"土地2建物1車位0","四層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",740711,98.36,2,2,2,"有","無",4400000,44734,"",0,0,"","RPQSMLRJPHPFFBB98DA",83.35,9.42,0,"有"
"北屯區","房地(土地+建物)","臺中市北屯區北平路三段61~90號",8.11,"其他","","",1090607,"土地1建物1車位0","六層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850308,77.91,2,1,1,"有","有",4750000,60968,"",0,0,"","RPSRMLRJPHPFFBB09DA",50.61,6.21,0,"有"
"北屯區","房地(土地+建物)","臺中市北屯區平德路41巷1~30號",25.74,"其他","","",1090617,"土地2建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690524,86.86,2,1,1,"有","無",3200000,36841,"",0,0,"","RPWVMLQJPHPFFBB17DA",71.78,15.08,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區北屯路31~60號",55.05,"其他","","",1090611,"土地3建物1車位0","全","二層","透天厝","住家用","見其他登記事項",560913,75.87,5,2,3,"有","無",3900000,51404,"",0,0,"未登記建物;","RPPTMLQJPHPFFBB88DA",75.87,0,0,"無"
"北區","房地(土地+建物)","臺中市北區英士路106巷1~30號",29.32,"其他","","",1090615,"土地2建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680221,65.7,3,2,1,"有","無",2200000,33486,"",0,0,"親友、員工、共有人或其他特殊關係間之交易;","RPOUMLQJPHPFFBB88DA",65.7,0,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區陳平一街36巷1~30號",13.99,"其他","","",1090212,"土地1建物1車位0","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",890229,80.92,2,1,1,"有","有",6250000,77237,"",0,0,"","RPTVMLQJPHPFFBB86DA",49.99,7.87,0,"有"
"東區","房地(土地+建物)","臺中市東區建功街61~90號",23.16,"其他","","",1090531,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830428,126.84,3,2,2,"有","有",4160000,32797,"",0,0,"","RPQPMLRJPHPFFAB58DA",93.73,7.88,0,"有"
"東區","房地(土地+建物)","臺中市東區十甲路421~450號",3.82,"其他","","",1090529,"土地1建物1車位0","十層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830322,30.55,1,0,1,"有","有",1830000,59902,"",0,0,"","RPXNMLSJPHPFFAB56DA",20.37,2.94,0,"有"
"中區","房地(土地+建物)","臺中市中區民權路151~180號",1.93,"其他","","",1090616,"土地2建物1車位0","十四層","二十八層","住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",860131,37.33,0,0,0,"無","有",1750000,46879,"",0,0,"含租約;","RPSNMLRJPHPFFAB58DA",20.6,4.14,0,"有"
"西區","房地(土地+建物)","臺中市西區三民路一段50巷1~30號",1.81,"其他","","",1090620,"土地2建物1車位0","十五層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840113,23.74,0,0,0,"無","有",1200000,50548,"",0,0,"","RPPNMLPJPHPFFAB08DA",14.82,0,0,"有"
"東區","房地(土地+建物)","臺中市東區十甲路13巷31~60號",5.94,"其他","","",1090618,"土地1建物1車位0","四層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",780511,24.92,1,1,1,"有","有",1230000,49358,"",0,0,"陽台外推;","RPXPMLSJPHPFFAB76DA",13.96,2.37,0,"有"
"南區","房地(土地+建物)","臺中市南區大慶街一段257之3巷1~30號",13.54,"其他","","",1090412,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810604,85.78,3,2,2,"有","有",4700000,54791,"",0,0,"","RPOQMLSJPHPFFAB58DA",56.84,13.01,0,"有"
"西區","房地(土地+建物)","臺中市西區後龍街31~60號",21.69,"其他","","",1090621,"土地2建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",691216,139.83,3,2,2,"有","有",6e+06,42909,"",0,0,"","RPTQMLSJPHPFFAB09DA",119.67,0,0,"有"
"南區","房地(土地+建物)","臺中市南區公理街31~60號",10.66,"其他","","",1090629,"土地3建物1車位0","七層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860428,119.72,3,2,2,"有","有",5100000,42599,"",0,0,"","RPWRMLRJPHPFFAB76DA",67.24,11.81,0,"有"
"北區","房地(土地+建物)","臺中市北區進化北路361~390號",3.18,"其他","","",1090605,"土地1建物1車位0","五層","十八層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830207,38.46,1,1,1,"有","有",1600000,41602,"",0,0,"","RPSOMLSJPHPFFBB88DA",24.8,0.88,0,"有"
"北屯區","房地(土地+建物)","臺中市北屯區陳平路117巷31~60號",19.18,"其他","","",1090519,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",821008,108.23,2,1,2,"有","無",5500000,50818,"",0,0,"親友、員工、共有人或其他特殊關係間之交易;","RPSUMLRJPHPFFBB76DA",85.3,6.75,0,"有"
"北區","房地(土地+建物)","臺中市北區榮華街20巷1~30號",25.97,"其他","","",1090510,"土地2建物1車位0","五層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",701204,77.37,5,2,2,"有","有",3650000,47176,"",0,0,"頂樓加蓋;","RPUUMLRJPHPFFBB96DA",61.47,11.09,0,"有"
"北屯區","房地(土地+建物)","臺中市北屯區文心路四段661~690號",2.61,"其他","","",1090620,"土地1建物1車位0","十層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",841124,36.19,1,1,1,"有","有",1850000,51119,"",0,0,"","RPXPMLSJPHPFFBB86DA",20.83,0,0,"有"
"北屯區","房地(土地+建物)","臺中市北屯區橫坑巷31~60號",421.73,"其他","","",1090531,"土地3建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",830711,223.32,4,3,3,"有","無",7500000,33584,"",0,0,"","RPOQMLSJPHPFFBB68DA",202.71,20.61,0,"無"
"北區","房地(土地+建物)","臺中市北區永興街176巷1~30號",31.1,"其他","","",1090521,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680409,77.54,4,2,2,"有","有",6450000,83183,"",0,0,"","RPWQMLSJPHPFFBB86DA",77.54,0,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區天津路四段121~150號",24.64,"其他","","",1090601,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730917,103.71,5,3,2,"有","無",5300000,51104,"",0,0,"","RPTRMLRJPHPFFBB56DA",85.58,10.27,0,"無"
"北區","房地(土地+建物)","臺中市北區英才路151~180號",43.17,"其他","","",1090528,"土地3建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",681030,97.67,5,0,5,"有","無",7180000,73513,"",0,0,"含租約;","RPQQMLRJPHPFFBB78DA",97.67,0,0,"無"
"北區","房地(土地+建物)","臺中市北區青島路二段1~30號",35.12,"其他","","",1090607,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730428,110.66,2,2,2,"有","無",5350000,48346,"",0,0,"其他增建;","RPWQMLRJPHPFFBB76DA",92.28,11.26,0,"無"
"北區","房地(土地+建物)","臺中市北區中華路二段112巷1~30號",43.25,"其他","","",1090614,"土地1建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土加強磚造",640918,86.39,5,0,5,"有","無",6700000,77555,"",0,0,"","RPXSMLRJPHPFFBB07DA",86.39,0,0,"無"
"北區","房地(土地+建物)","臺中市北區國強街119巷1~30號",22.65,"其他","","",1090602,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770210,96.08,3,2,2,"有","有",4080000,42465,"",0,0,"","RPTOMLRJPHPFFBB88DA",72.53,8.51,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區文心路四段661~690號",2.47,"其他","","",1090630,"土地1建物1車位0","二十層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",841124,35.67,1,1,1,"有","有",1830000,51304,"",0,0,"","RPTTMLMJPHPFFBB88DA",21.31,0,0,"有"
"沙鹿區","房地(土地+建物)","臺中市沙鹿區樂群新莊61~90號",43.34,"農","","",1090630,"土地1建物1車位0","三層，電梯樓梯間","三層","公寓(5樓含以下無電梯)","住家用","加強磚造",680223,83.64,3,2,1,"有","無",2600000,31086,"",0,0,"","RPSOMLTJPHPFFFB76DA",78,0,0,"無"
"東勢區","房地(土地+建物)","臺中市東勢區中泰街100巷1~30號",130.65,"住","","",1090527,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",780915,203.74,5,2,3,"有","無",8e+06,39266,"",0,0,"","RPVNMLTJPHPFFGB07DA",199.42,4.32,0,"無"
"豐原區","房地(土地+建物)","臺中市豐原區圓環東路361~390號",7.15,"其他","","",1090601,"土地1建物1車位0","十層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",901018,58.39,2,1,1,"有","有",3030000,51892,"",0,0,"","RPQOMLQJPHPFFDB68DA",38.98,3.66,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區智惠街91~120號",46.83,"其他","","",1090603,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",780124,172.28,6,0,6,"有","無",8500000,49338,"",0,0,"含租約;","RPQSMLSJPHPFFCB56DA",131.85,13.6,0,"無"
"西屯區","房地(土地+建物)","臺中市西屯區四川西一街1~30號",9.86,"其他","","",1090616,"土地1建物1車位0","六層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810128,54.4,1,1,1,"有","有",2580000,47426,"",0,0,"","RPVTMLRJPHPFFCB07DA",40.39,6.38,0,"有"
