"鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯"
"豐原區","房地(土地+建物)","臺中市豐原區角潭路一段59巷2弄1~30號",54.52,"其他","","",1090606,"土地1建物1車位0","全","一層","透天厝","住家用","加強磚造",590422,49.48,2,1,1,"有","無",1688628,34127,"",0,0,"親友、員工、共有人或其他特殊關係間之交易;","RPTNMLNJPHPFFDB58DA",49.48,0,0,"無"
"神岡區","房地(土地+建物)","臺中市神岡區成都路91巷1~30號",55.5,"","鄉村區","乙種建築用地",1090601,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",701223,57.4,2,2,2,"有","無",3600000,62718,"",0,0,"陽台外推;頂樓加蓋;其他增建;","RPVOMLLJPHPFFDB68DA",54,3.4,0,"無"
"南屯區","房地(土地+建物)","臺中市南屯區黎明路二段91~120號",11.72,"其他","","",1090604,"土地1建物1車位0","八層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",941018,86.75,2,2,2,"有","有",7500000,86455,"",0,0,"","RPRTMLNJPHPFFCB88DA",59.95,4.63,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區光明路31~60號",23.49,"其他","","",1090526,"土地1建物1車位0","地下一層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820528,128.74,6,6,6,"有","有",8500000,66025,"",0,0,"","RPOUMLNJPHPFFCB68DA",102.94,6.02,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區寶慶街30巷1~30號",6.28,"其他","","",1090603,"土地1建物1車位0","五層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",971212,49.22,1,1,1,"有","有",3190000,64811,"",0,0,"","RPSSMLMJPHPFFCB78DA",25.33,3.62,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區青海路二段151~180號",8.51,"其他","","",1090608,"土地1建物1車位0","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",871103,92.09,1,1,1,"有","有",6e+06,65154,"",0,0,"土地價款:380萬。建物價款:220萬。含裝潢費;含傢俱設備費;含土地增值稅或其他稅費;","RPRPMLNJPHPFFCB48DA",53.19,4.45,0,"有"
"太平區","房地(土地+建物)","臺中市太平區永豐路291巷10之3弄1~30號",68.58,"其他","","",1090607,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",660412,74.76,4,2,2,"有","無",7350000,98315,"",0,0,"頂樓加蓋;其他增建;","RPWPMLNJPHPFFJB07DA",74.76,0,0,"無"
"太平區","房地(土地+建物)","臺中市太平區大興五街50巷1~30號",277.17,"","鄉村區","乙種建築用地",1090528,"土地2建物1車位0","全","二層","透天厝","住家用","加強磚造",680113,91,4,2,2,"有","無",13920000,152967,"",0,0,"","RPPNMLOJPHPFFJB88DA",91,0,0,"無"
"龍井區","房地(土地+建物)","臺中市龍井區東海街31~60號",61.02,"其他","","",1090509,"土地1建物2車位0","一層，二層，騎樓","四層","公寓(5樓含以下無電梯)","住家用","加強磚造",691227,180.6,5,2,7,"有","無",9880000,54707,"",0,0,"","RPUNMLNJPHPFFKB76DA",180.6,0,0,"無"
"豐原區","房地(土地+建物)","臺中市豐原區自成街10巷1~30號",96,"其他","","",1090613,"土地1建物1車位0","全","一層","透天厝","住家用","加強磚造",580422,43.23,2,1,1,"有","無",7800000,180430,"",0,0,"","RPSOMLNJPHPFFDB68EA",43.23,0,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區崇德二路一段157巷1~30號",7.76,"其他","","",1090530,"土地1建物1車位0","五層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830825,46.85,1,1,1,"有","有",2425000,51761,"",0,0,"親友、員工、共有人或其他特殊關係間之交易;急買急賣;","RPQUMLNJPHPFFBB88EA",27.39,4.14,0,"有"
"北區","房地(土地+建物)","臺中市北區錦平街1~30號",6.53,"其他","","",1090605,"土地1建物1車位0","五層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",841205,41.31,1,0,1,"有","有",2300000,55677,"",0,0,"土地增值稅買方負擔含仲介費;陽台外推;","RPVNNLMJPHPFFBB68EA",23.63,5.05,0,"有"
"太平區","房地(土地+建物)","臺中市太平區仁和街1~30號",115.24,"其他","","",1090610,"土地2建物1車位0","全","二層","透天厝","住家用","加強磚造",670420,81.96,5,2,4,"有","無",1.3e+07,158614,"",0,0,"含裝潢費;陽台外推;頂樓加蓋;其他增建;","RPPSMLQJPHPFFJB07EA",81.96,0,0,"無"
"太平區","房地(土地+建物)","臺中市太平區太平三街61~90號",82,"其他","","",1090302,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",730725,102.66,3,2,2,"有","無",9e+06,87668,"",0,0,"","RPUNMLLLQHPFFJB86EA",97.01,5.65,0,"無"
"太平區","房地(土地+建物)","臺中市太平區新民路1~30號",2.93,"其他","","",1090624,"土地1建物1車位0","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831018,29.1,1,1,1,"有","有",1250000,42955,"",0,0,"","RPWNMLRJPHPFFJB37EA",18.21,3.54,0,"有"
"北屯區","房地(土地+建物)","臺中市北屯區文昌東五街1~30號",20.4,"其他","","",1090515,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770820,78.63,4,4,2,"有","無",4330000,55068,"",0,0,"頂樓加蓋;其他增建;","RPSVMLNJPHPFFBB56EA",60.41,7.35,0,"無"
"西屯區","房地(土地+建物)","臺中市西屯區河南路二段271~300號",9.4,"其他","","",1090604,"土地1建物1車位0","四層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",920731,84.84,3,2,2,"有","有",7e+06,82508,"",0,0,"夾層;其他增建;","RPSQMLQJPHPFFCB09EA",58.6,4.4,0,"有"
"豐原區","房地(土地+建物)","臺中市豐原區向陽路31~60號",3.7,"其他","","",1090606,"土地1建物1車位0","二層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860602,38.71,1,0,1,"有","有",2e+06,51666,"",0,0,"","RPQPMLNJPHPFFDB58EA",21.39,3.93,0,"有"
"豐原區","房地(土地+建物)","臺中市豐原區直興街129巷1~30號",4.1,"其他","","",1090622,"土地2建物1車位0","七層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",841020,36.42,1,1,1,"有","有",2080000,57111,"",0,0,"含土地增值稅或其他稅費6358元;","RPQPMLQJPHPFFDB88EA",19.04,4.95,0,"有"
"大里區","房地(土地+建物)","臺中市大里區中興路二段182巷1~30號",39.25,"其他","","",1090619,"土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680801,82.55,3,2,1,"有","無",2300000,27862,"",0,0,"親友、員工、共有人或其他特殊關係間之交易;","RPSUMLNJPHPFFIB07DA",82.55,0,0,"無"
"大里區","房地(土地+建物)","臺中市大里區立仁路157巷1弄61~90號",132.67,"","鄉村區","乙種建築用地",1090609,"土地1建物1車位0","全","一層","透天厝","住家用","加強磚造",650815,66.15,3,1,2,"有","無",8300000,125472,"",0,0,"","RPQNMLQJPHPFFIB09DA",66.15,0,0,"無"
"龍井區","房地(土地+建物)","臺中市龍井區新庄街一段96巷96弄61~90號",33.24,"","一般農業區","丙種建築用地",1090618,"土地2建物1車位0","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820802,127.54,3,2,2,"有","有",4980000,39047,"",0,0,"","RPQNMLNJPHPFFKB98DA",88.31,10.44,0,"有"
"南屯區","房地(土地+建物)","臺中市南屯區向上南路一段151~180號",3.73,"其他","","",1090606,"土地1建物1車位0","五層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",790705,30.98,1,0,1,"有","有",1480000,47773,"",0,0,"","RPQRMLNJPHPFFCB58DA",20.86,0,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區臺灣大道三段691~720號",16.26,"其他","","",1090617,"土地1建物1車位0","二十三層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",980914,84.13,2,2,1,"有","有",7200000,85582,"",0,0,"含土地增值稅或其他稅費;含仲介費;地政士服務費;","RPSQMLNJPHPFFCB68DA",51,4.44,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區寧夏路31~60號",24.35,"其他","","",1090606,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720719,88.29,3,2,1,"有","無",4400000,49836,"",0,0,"含土地增值稅或其他稅費;含仲介費;地政士服務費;","RPWNNLMJPHPFFCB78DA",68.81,7.21,0,"無"
"西屯區","房地(土地+建物)","臺中市西屯區福上巷龍欣一弄1~30號",3.77,"其他","","",1090506,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",781028,20.96,1,0,1,"有","無",1100000,52481,"",0,0,"","RPRVMLMJPHPFFCB98DA",14.42,1.07,0,"無"
"西屯區","房地(土地+建物)","臺中市西屯區永昌二街91~120號",22.51,"其他","","",1090528,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",731020,86.93,2,1,1,"有","無",4030000,46359,"",0,0,"陽台外推;","RPQOMLQJPHPFFCB58DA",81.15,5.78,0,"無"
"南屯區","房地(土地+建物)","臺中市南屯區大英街1~30號",5.25,"其他","","",1090611,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800425,35.28,1,0,1,"有","有",2180000,61791,"",0,0,"含土地增值稅或其他稅費59427元;含仲介費105573元;地政士服務費;","RPWNMLPJPHPFFCB98DA",19.62,5.02,0,"有"
"南屯區","房地(土地+建物)","臺中市南屯區永春南路61巷1~30號",10.54,"其他","","",1090520,"土地2建物1車位0","三層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",841008,142.73,3,2,2,"有","有",5e+06,35031,"",0,0,"","RPOTMLNJPHPFFCB58DA",80.56,28.71,0,"有"
"南屯區","房地(土地+建物)","臺中市南屯區向上南路一段151~180號",3.73,"其他","","",1090627,"土地1建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",790705,31.64,1,1,1,"有","有",1520000,48040,"",0,0,"","RPUUMLNJPHPFFCB66DA",21.32,0,0,"有"
"豐原區","房地(土地+建物)","臺中市豐原區瑞安街1~30號",26.85,"其他","","",1090520,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",750807,91.59,3,2,1,"有","有",3800000,41489,"",0,0,"","RPXQMLMJPHPFFDB56DA",78.26,9.2,0,"無"
"豐原區","房地(土地+建物)","臺中市豐原區直興街129巷1~30號",3.33,"其他","","",1090616,"土地2建物1車位0","九層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",841020,29.63,1,1,1,"有","有",1410000,47587,"",0,0,"","RPPOMLQJPHPFFDB58DA",14.23,4.56,0,"有"
"潭子區","房地(土地+建物)","臺中市潭子區中山路一段1巷31~60號",29.3,"其他","","",1090607,"土地1建物1車位0","十層，十一層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840520,159.73,4,2,3,"有","有",6700000,41946,"",0,0,"","RPWPMLNJPHPFFHB86DA",104.7,14.84,0,"有"
"潭子區","房地(土地+建物)","臺中市潭子區中山路一段7巷1~30號",18.15,"其他","","",1090613,"土地1建物1車位0","十層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840524,103.15,3,2,2,"有","有",4600000,44595,"",0,0,"","RPPNMLQJPHPFFHB88DA",70.86,9.17,0,"有"
"潭子區","房地(土地+建物)","臺中市潭子區頭家路192巷1~30號",19.32,"其他","","",1090519,"土地1建物1車位0","三層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840509,139.09,3,2,2,"有","有",6050000,43497,"",0,0,"","RPVOMLQJPHPFFHB96DA",74.29,38.39,0,"有"
"外埔區","房地(土地+建物)","臺中市外埔區東西巷31~60號",105.85,"","鄉村區","乙種建築用地",1090523,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",680117,151.65,3,1,2,"有","無",3980000,26245,"",0,0,"其他增建;未登記建物;","RPUNMLNJPHPFFEB78DA",0,0,0,"無"
"梧棲區","房地(土地+建物)","臺中市梧棲區八德路1~30號",23.28,"其他","","",1090521,"土地1建物1車位0","七層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",811216,156.78,3,2,2,"有","有",4030000,25705,"",0,0,"","RPPNMLPJPHPFFFB58DA",123.44,8.32,0,"有"
"沙鹿區","房地(土地+建物)","臺中市沙鹿區臺灣大道六段926巷38弄31~60號",117.11,"住","","",1090605,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",731110,155.31,11,1,11,"有","無",8e+06,51510,"",0,0,"其他增建;未登記建物;","RPUNMLRJPHPFFFB66DA",150.7,4.61,0,"無"
"北區","房地(土地+建物)","臺中市北區東光一街1~30號",24,"其他","","",1090504,"土地1建物1車位0","六層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",781012,127.81,3,2,2,"有","有",5e+06,39124,"",0,0,"","RPPVMLMJPHPFFBB68DA",94.88,14.22,0,"有"
"北屯區","房地(土地+建物)","臺中市北屯區平德路31~60號",22.89,"其他","","",1090513,"土地2建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690524,71.92,3,2,1,"有","無",2900000,40323,"",0,0,"","RPTVMLNJPHPFFBB56DA",71.92,0,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區東山路一段241~270號",24,"其他","","",1090524,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",771126,86.31,5,2,3,"有","無",4550000,52717,"",0,0,"頂樓加蓋;","RPSNMLPJPHPFFBB48DA",67.21,7.67,0,"無"
"北區","房地(土地+建物)","臺中市北區篤行路271~300號",27.2,"其他","","",1090518,"土地1建物1車位0","二層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",701223,96.7,3,2,2,"有","無",4600000,47570,"",0,0,"","RPTNMLQJPHPFFBB68DA",88.73,7.97,0,"有"
"北屯區","房地(土地+建物)","臺中市北屯區旅順路二段121~150號",30.19,"其他","","",1090614,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",780803,168.61,4,2,2,"有","有",7700000,45668,"",0,0,"","RPVVMLQJPHPFFBB07DA",130.08,4.88,0,"有"
"西區","房地(土地+建物)","臺中市西區精誠路181~210號",24.42,"其他","","",1090526,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711206,93.27,3,2,1,"有","無",5350000,57360,"",0,0,"頂樓加蓋;","RPQONLNJPHPFFAB18DA",75.64,9.53,0,"無"
"西區","房地(土地+建物)","臺中市西區向上路一段421~450號",19.89,"其他","","",1090602,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711229,69.94,4,2,2,"有","無",5360000,76637,"",0,0,"其他增建;","RPOOMLQJPHPFFAB18DA",55.27,8.84,0,"無"
"西區","房地(土地+建物)","臺中市西區篤行路181~210號",9.57,"其他","","",1090601,"土地2建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",720730,68.62,2,2,1,"有","有",4e+06,58292,"",0,0,"陽台外推;","RPQPMLQJPHPFFAB48DA",60.51,8.11,0,"有"
"西區","房地(土地+建物)","臺中市西區三民路一段50巷1~30號",2.77,"其他","","",1090605,"土地2建物1車位0","五層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840113,36.11,1,0,1,"有","有",1750000,48463,"",0,0,"","RPVQMLQJPHPFFAB09DA",17.86,5.7,0,"有"
"中區","房地(土地+建物)","臺中市中區民權路151~180號",1.93,"其他","","",1090622,"土地2建物1車位0","二十一層","二十八層","住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",860131,37.39,1,0,1,"有","有",1680000,44932,"",0,0,"","RPVOMLRJPHPFFAB98DA",22.18,3.12,0,"有"
"北區","房地(土地+建物)","臺中市北區健行路421~450號",3.96,"其他","","",1090618,"土地1建物1車位0","十三層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840526,33.79,0,0,0,"無","有",1680000,49719,"",0,0,"","RPVNNLQJPHPFFBB98DA",17.57,3.58,0,"有"
"北區","房地(土地+建物)","臺中市北區北平路二段55巷1~30號",25.5,"其他","","",1090509,"土地2建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730301,78.35,3,2,1,"有","無",4e+06,51053,"",0,0,"","RPVPMLQJPHPFFBB09DA",71.24,7.11,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區太原路三段139巷1~30號",4.54,"其他","","",1090614,"土地3建物1車位0","六層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840127,27.85,1,0,1,"有","有",1400000,50269,"",0,0,"","RPWRMLRJPHPFFBB86DA",17.53,2.35,0,"有"
"北區","房地(土地+建物)","臺中市北區中清路一段61~90號",130,"其他","","",1090607,"土地2建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土加強磚造",620503,341.3,12,1,13,"有","無",32800000,96103,"",0,0,"其他增建;未登記建物;含租約;","RPQOMLOJPHPFFBB28DA",341.3,0,0,"無"
"北屯區","房地(土地+建物)","臺中市北屯區安順東十街1~30號",20.5,"其他","","",1090516,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720523,81.64,3,2,1,"有","無",4900000,60020,"",0,0,"","RPPONLNJPHPFFBB18DA",53.67,16.98,0,"無"
"北區","房地(土地+建物)","臺中市北區梅豐街61~90號",34.25,"其他","","",1090613,"土地2建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680829,119.1,3,2,2,"有","無",5100000,42821,"",0,0,"","RPRPNLLJPHPFFBB28DA",101.93,17.17,0,"無"
"沙鹿區","房地(土地+建物)","臺中市沙鹿區平等三街31~60號",109.62,"其他","","",1090615,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",850103,159.7,7,1,3,"有","無",1e+07,62617,"",0,0,"","RPSOMLNLOHPFFFB88DA",159.7,0,0,"無"
"大甲區","房地(土地+建物)","臺中市大甲區經國路901~930號",17.77,"其他","","",1090512,"土地1建物1車位0","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",841212,110.58,3,2,2,"有","有",3500000,31651,"",0,0,"","RPRNMLOJPHPFFEB58DA",0,0,0,"有"
"東勢區","房地(土地+建物)","臺中市東勢區文新街278巷1~30號",22.24,"住","","",1090528,"土地2建物1車位0","八層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",841201,111.61,2,1,2,"有","有",2300000,20607,"",0,0,"","RPTNMLSJPHPFFGB76DA",73.58,13.48,0,"有"
"潭子區","房地(土地+建物)","臺中市潭子區勝利十二街87巷1~30號",12.04,"其他","","",1090607,"土地1建物1車位0","五層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",870601,83.91,2,1,1,"有","有",4e+06,47670,"",0,0,"","RPQOMLQJPHPFFHB09DA",45.6,8.47,0,"有"
"潭子區","房地(土地+建物)","臺中市潭子區復興路一段91~120號",17,"其他","","",1090606,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",811216,107.21,3,2,2,"有","有",5e+06,46637,"",0,0,"","RPROMLNJPHPFFHB88DA",73.84,14.36,0,"有"
"豐原區","房地(土地+建物)","臺中市豐原區直興街129巷1~30號",12.95,"其他","","",1090615,"土地2建物1車位0","七層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",841020,116.85,4,1,2,"有","有",5480000,46898,"",0,0,"","RPWOMLNJPHPFFDB98DA",71.88,14.61,0,"有"
"后里區","房地(土地+建物)","臺中市后里區中興街二段61~90號",63.7,"其他","","",1090513,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",670722,107.68,3,2,2,"有","無",5350000,49684,"",0,0,"","RPOPMLNJPHPFFDB28DA",107.68,0,0,"無"
"豐原區","房地(土地+建物)","臺中市豐原區富翁街102巷31~60號",91.65,"其他","","",1090524,"土地4建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",820823,149.8,4,3,4,"有","無",8350000,55741,"",0,0,"","RPVPMLQJPHPFFDB66DA",127.3,22.5,0,"無"
"豐原區","房地(土地+建物)","臺中市豐原區豐東路168巷61~90號",12.95,"其他","","",1090610,"土地1建物1車位0","二層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800413,36.99,1,1,1,"有","有",1500000,40552,"",0,0,"","RPWOMLRJPHPFFDB76DA",29.13,0,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區櫻城三街1~30號",8.3,"其他","","",1090617,"土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840424,51.56,2,1,1,"有","有",3520000,68270,"",0,0,"","RPXONLQJPHPFFCB76DA",30.54,1.67,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區寶慶街30巷1~30號",5.3,"其他","","",1090521,"土地1建物1車位0","三層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",971212,41.59,1,1,1,"有","有",2580000,62034,"",0,0,"含土地增值稅或其他稅費37065元;含仲介費;地政士服務費;","RPQPNLQJPHPFFCB78DA",21.41,3.06,0,"有"
"太平區","房地(土地+建物)","臺中市太平區中興路91~120號",36.92,"其他","","",1090616,"土地1建物1車位0","一層","二層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",760320,9.98,1,1,1,"有","無",5070000,508016,"",0,0,"市場攤位;","RPXSMLQJPHPFFJB77DA",9.98,0,0,"無"
"太平區","房地(土地+建物)","臺中市太平區大源二十二街31~60號",218.38,"","鄉村區","乙種建築用地",1090617,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",680610,106.08,4,2,2,"有","無",1.5e+07,141403,"",0,0,"其他增建;","RPRSMLQJPHPFFJB17DA",106.08,0,0,"無"
"大肚區","房地(土地+建物)","臺中市大肚區遊園路一段70巷1弄1~30號",34.14,"","鄉村區","特定目的事業用地",1090605,"土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710815,73.16,3,2,1,"有","無",2800000,38272,"",0,0,"","RPRNMLRJPHPFFKB86DA",73.16,0,0,"無"
"龍井區","房地(土地+建物)","臺中市龍井區龍社路22巷3弄1~30號",94.84,"其他","","",1090607,"土地2建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",831230,143.79,5,2,3,"有","無",7200000,50073,"",0,0,"其他增建;","RPTNMLLJPHPFFKB09DA",134.14,9.65,0,"無"
"大里區","房地(土地+建物)","臺中市大里區中興路二段631~660號",22.68,"其他","","",1090603,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711030,84.13,4,2,2,"有","無",3e+06,35655,"",0,0,"頂樓加蓋;","RPPOMLTJPHPFFIB76DA",61.85,13.24,0,"無"
"大里區","房地(土地+建物)","臺中市大里區新義路211~240號",27.25,"其他","","",1090531,"土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680330,81.6,3,2,2,"有","無",3130000,38358,"",0,0,"","RPWSMLNJPHPFFIB27DA",81.6,0,0,"無"
"豐原區","房地(土地+建物)","臺中市豐原區博愛街310巷1~30號",13.83,"其他","","",1090613,"土地2建物1車位0","二層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830524,71.92,2,2,1,"有","無",4e+06,55617,"",0,0,"","RPQQMLRJPHPFFDB09EA",52.88,8.09,0,"有"
"西屯區","房地(土地+建物)","臺中市西屯區西屯路二段249之9巷1弄1~30號",7.84,"其他","","",1090603,"土地1建物1車位0","四層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840215,78.94,2,2,1,"有","有",4860000,61566,"",0,0,"陽台外推;","RPVPMLRJPHPFFCB76EA",50.7,8.79,0,"有"
"中區","房地(土地+建物)","臺中市中區三民路二段61~90號",10.38,"其他","","",1090626,"土地2建物1車位0","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",711209,93.28,3,1,2,"有","無",9e+05,9648,"",0,0,"","RPROMLQJPHPFFAB58EA",68.14,10.02,0,"有"
"北區","房地(土地+建物)","臺中市北區德化街130巷1~30號",11.22,"其他","","",1090614,"土地1建物1車位0","五層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820113,42.04,1,1,1,"有","無",1900000,45195,"",0,0,"含仲介費;","RPSTMLRJPHPFFBB76EA",27.95,6.17,0,"有"
"北屯區","房地(土地+建物)","臺中市北屯區平德路122巷1~30號",14.54,"其他","","",1090530,"土地2建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820421,85.48,2,2,1,"有","有",3336000,39027,"",0,0,"其他增建;","RPTTMLRJPHPFFBB86EA",68.84,7.27,0,"有"
"北區","房地(土地+建物)","臺中市北區育祥街1~30號",25.44,"其他","","",1090510,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740528,89.75,3,2,1,"有","無",3750000,41783,"",0,0,"","RPXRMLQJPHPFFBB96EA",81.19,5.04,0,"無"
"北區","房地(土地+建物)","臺中市北區錦新街90巷1~30號",35.25,"其他","","",1090514,"土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",631203,81.09,3,2,1,"有","無",4700000,57960,"",0,0,"僅車位交易;","RPRSMLQJPHPFFBB09EA",81.09,0,0,"無"
"北區","房地(土地+建物)","臺中市北區山西路一段1~30號",6.33,"其他","","",1090601,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",860419,38.09,1,0,1,"有","有",1880000,49357,"",0,0,"","RPTRMLQJPHPFFBB56EA",18.81,7.83,0,"有"
"大里區","房地(土地+建物)","臺中市大里區好來一街121~150號",150.34,"","鄉村區","乙種建築用地",1090530,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1041013,301.55,4,3,6,"有","無",2.8e+07,92854,"",0,0,"","RPRNMLQJPHPFFIB66EA",284.92,16.63,0,"有"
"外埔區","房地(土地+建物)","臺中市外埔區中山路114巷1~30號",84.19,"其他","","",1090520,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",780730,166.86,3,2,2,"有","無",6500000,38955,"",0,0,"","RPQNMLQJPHPFFEB78EA",0,0,0,"無"
"龍井區","房地(土地+建物)","臺中市龍井區臺灣大道五段3巷62弄91~120號",8.45,"","鄉村區","乙種建築用地",1090624,"土地1建物1車位0","六層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820425,28.19,1,1,1,"有","有",770000,27315,"",0,0,"","RPWNMLMJPHPFFKB96EA",13.84,3.3,0,"有"
